fiscal_year,age_group,sex,avg,med,q1,q3
1999,24,M,1.5,1.5,1.25,1.75
1999,25,F,2.1666666666666665,2,1.25,2.75
1999,25,M,1.25,1.5,0.75,2
1999,26,F,3.6666666666666665,2,1.5,5
1999,26,M,3.6666666666666665,4,3,4.5
1999,27,F,2.25,2,1.75,2.5
1999,27,M,3,3,2,4
1999,28,F,3.25,3,1.75,4.25
1999,28,M,2.3333333333333335,2,1.5,3
1999,29,F,2,2,1.75,2.25
1999,29,M,3.3333333333333335,2,1.5,4.5
1999,30,F,2.6666666666666665,2,2,3
1999,30,M,1.5,1.5,0.75,2.25
1999,31,F,2.6666666666666665,1,1,3.5
1999,32,F,4.222222222222222,3,2,7
1999,32,M,1,1,1,1
1999,33,F,2.5,2.5,2.25,2.75
1999,33,M,1,1,1,1
1999,34,F,2,2,2,2
1999,35,F,2.111111111111111,2,1,3
1999,35,M,2.625,1.5,1,3.75
1999,36,F,4.333333333333333,3,2,7
1999,36,M,5.3,3,2,7
1999,37,F,5.666666666666667,2,1,6
1999,37,M,4.666666666666667,4,3.5,5.5
1999,38,F,1.5,1.5,1,2
1999,38,M,3.6666666666666665,4,3.5,4
1999,39,F,2.5555555555555554,2,2,2
1999,39,M,4.333333333333333,2,1.5,6
1999,40,F,2.6666666666666665,1,1,3.5
1999,40,M,1,1,1,1
1999,41,F,2.1666666666666665,2,1.75,3
1999,41,M,2,2,1.5,2.5
1999,42,F,3.1,1,1,2
1999,42,M,2.5,2.5,1.75,3.25
1999,43,F,3,2,1,4
1999,43,M,1,1,1,1
1999,44,F,3.75,4.5,2.5,5
1999,44,M,2,2,2,2
1999,45,F,4.785714285714286,3.5,2,6.5
1999,45,M,1,1,1,1
1999,46,F,5.2,5,4,7
1999,46,M,5,5,5,5
1999,47,F,2.7142857142857144,2,1.5,3.5
1999,47,M,1,1,1,1
1999,48,F,3.111111111111111,3,1,4
1999,48,M,3,3,3,3
1999,49,F,2,2,0.25,2.75
1999,49,M,3,3,2,3
1999,50,F,5.125,3,2.75,5.75
1999,50,M,3.25,3.5,2.75,4
1999,51,F,3.5,3,2.75,4.25
1999,51,M,17,17,17,17
1999,52,F,4,3.5,3,4.75
1999,52,M,3.5714285714285716,3,2.5,4.5
1999,53,F,6.25,5,4.75,6.5
1999,53,M,12.5,11.5,2.5,21.5
1999,54,F,4.125,3.5,3,4.25
1999,54,M,4.25,4.5,1.75,7
1999,55,F,2,2,2,2
1999,55,M,3,3,2,4
1999,56,F,6.571428571428571,5,2,8.5
1999,56,M,2,2,1,3
1999,57,F,4.4,5,4,5
1999,57,M,5.75,3.5,2,5
1999,58,F,4.916666666666667,4,2.75,7
1999,59,F,5.4,5,4,8
1999,59,M,13.75,5.5,3.25,16
1999,60,F,5.2,4.5,3.25,6.75
1999,60,M,3,3,3,3
1999,61,F,3.6,3,2,5
1999,61,M,3.2,3,1,5
1999,62,F,2.2,1,1,3
1999,62,M,6,6,2,6
1999,63,F,5.777777777777778,3,2,9
1999,63,M,5.6,3,3,10
1999,64,F,5.666666666666667,3.5,2.25,4
1999,64,M,4.4,3,2,6
1999,65,F,5.7,4,3,5
1999,65,M,3.6,4,2,4
1999,66,F,6.111111111111111,5,1,10
1999,66,M,5.5,5.5,3.75,7.25
1999,67,F,11.6,8,3,21
1999,67,M,8.5,8.5,7.5,9.5
1999,68,F,7.428571428571429,4,3,5.5
1999,68,M,3,2.5,1.25,3.75
1999,69,F,5.3,3.5,3,6.25
1999,69,M,5.25,3.5,2.75,6
1999,70,F,4.875,4,2,6
1999,70,M,6.5,4.5,2.75,6.75
1999,71,F,6.333333333333333,5,3.5,9
1999,71,M,6.5,6.5,5.25,7.75
1999,72,F,6.75,5.5,3,8.25
1999,72,M,8.833333333333334,4,4,8.5
1999,73,F,9.222222222222221,7,4,12
1999,73,M,7.5,7.5,4,11
1999,74,F,6.428571428571429,6,3.5,6.5
1999,74,M,6.3,5,3.25,5.75
1999,75,F,3.4,3,2.5,5
1999,75,M,3,2,1.25,4.25
1999,76,F,5.666666666666667,4.5,3.75,6.25
1999,76,M,6.6,6,3,10
1999,77,F,9.285714285714286,3.5,2,11.75
1999,77,M,3.4,3,2,4
1999,78,F,6.583333333333333,6.5,4.5,8.5
1999,78,M,3.8,2,2,5
1999,79,F,15.181818181818182,8,4,14
1999,79,M,10.666666666666666,10,8,13
1999,80,F,9.416666666666666,7,5.5,11.25
1999,80,M,5.166666666666667,2.5,1.25,3.75
1999,81,F,5.214285714285714,4.5,3,6.75
1999,81,M,4.333333333333333,4,2.5,6
1999,82,F,3.1666666666666665,3.5,2.25,4
1999,82,M,6.285714285714286,5,3.5,7.5
1999,83,F,7.785714285714286,5,4.25,7
1999,83,M,43,43,43,43
1999,84,F,14.2,6,5,27
1999,84,M,4.5,2.5,1,5.5
1999,85,F,11.5,8,6,9.75
1999,85,M,3.5714285714285716,3,1.5,5
1999,86,F,9.833333333333334,10.5,6,14.25
1999,86,M,28,20,18,34
1999,87,F,5.833333333333333,4,3.25,7
1999,87,M,8,8,8,8
1999,88,F,7.5,7.5,6.75,8.25
1999,88,M,18,13,8.5,25
1999,89,F,5.5,6,4,7.5
1999,89,M,12,12,12,12
1999,90+,F,15.625,6,3,16.5
1999,90+,M,9.5,9.5,8.75,10.25
2000,0,F,2.2857142857142856,2,1,3
2000,0,M,2.1785714285714284,2,1.75,3
2000,1,F,2.2857142857142856,2,1,2
2000,1,M,2.12,2,1,2.5
2000,2,F,2.24,2,1,3
2000,2,M,2.0377358490566038,2,1,2
2000,3,F,3,2.5,1,4
2000,3,M,2,2,1,2.75
2000,4,F,2.3333333333333335,2,1.75,3
2000,4,M,2.1785714285714284,2,2,3
2000,5,F,1.5,1.5,1,2
2000,5,M,2.28125,2,2,3
2000,6,F,2.6,2,2,3
2000,6,M,2.0833333333333335,2,1.75,2
2000,7,F,2.25,2,1.75,2.5
2000,7,M,1.9333333333333333,2,1.5,2
2000,8,F,1.7777777777777777,1,1,3
2000,8,M,2.066666666666667,2,1,3
2000,9,F,2.25,2,2,2
2000,9,M,2.5,2,2,3
2000,10,F,3.642857142857143,3,2,4.75
2000,10,M,2.6,2.5,2,3
2000,11,F,2.7142857142857144,3,1,3
2000,11,M,3.4,3,2,4
2000,12,F,2.3333333333333335,2,2,2
2000,12,M,3.3,2,2,3
2000,13,F,1.6666666666666667,2,1.5,2
2000,13,M,2.5,2.5,2,3
2000,14,F,2,1.5,1,2.5
2000,14,M,1.8571428571428572,2,1.5,2
2000,15,F,5.888888888888889,2,2,3
2000,15,M,2,2,2,2
2000,16,F,3.111111111111111,2,2,3
2000,16,M,1.5,1.5,1.25,1.75
2000,17,F,2.6,2,2,3
2000,17,M,4,4,3,5
2000,18,F,1.5,1.5,1,2
2000,19,F,3.5,3.5,3.25,3.75
2000,19,M,2,2,0.5,3.5
2000,20,F,19.5,3.5,2.5,20.5
2000,20,M,6,6,3.5,8.5
2000,21,F,1.5,1.5,1.25,1.75
2000,21,M,3.3333333333333335,2,1.5,4.5
2000,22,F,2.5714285714285716,2,2,3
2000,22,M,2.5,2.5,2,3
2000,23,F,2,2,2,2
2000,23,M,1,1,1,1
2000,24,F,3,2,2,3.5
2000,24,M,1,1,1,1
2000,25,F,4.25,4,2.75,5.5
2000,26,F,1.2,1,1,1
2000,27,F,0.5,0.5,0.25,0.75
2000,27,M,2,2,2,2
2000,28,F,3,3,2.5,3.5
2000,28,M,1,1,0.5,1.5
2000,29,F,9,11,5,11.5
2000,29,M,2,2,2,2
2000,30,F,1,1,1,1
2000,30,M,11,11,11,11
2000,31,F,2.3333333333333335,2,2,2.75
2000,31,M,2,2,2,2
2000,32,F,1.875,1,0.75,2.25
2000,32,M,1,1,1,1
2000,33,F,2.5,2.5,2,3
2000,34,F,3.5,2.5,2,3.75
2000,34,M,3.5,3.5,2.75,4.25
2000,35,F,2.111111111111111,2,1,3
2000,35,M,1,1,0.5,1.5
2000,36,F,2.5,3,1.5,4
2000,36,M,1.8333333333333333,2,1.75,2
2000,37,F,4,3,2.25,6
2000,37,M,1.5,1.5,1,2
2000,38,F,2.6363636363636362,2,1,4
2000,38,M,2,2,2,2
2000,39,F,2.8,3,1,4
2000,39,M,1,1,1,1
2000,40,F,3.5,3,1.25,4.75
2000,40,M,5,5,4,6
2000,41,F,2.7777777777777777,3,1,3
2000,41,M,2.5,2.5,1.75,3.25
2000,42,F,5.545454545454546,6,4,8
2000,42,M,3.3333333333333335,3,1.5,5
2000,43,F,2.2,1,1,3.5
2000,44,F,5.166666666666667,5.5,3.5,6.75
2000,44,M,3,3,2,4
2000,45,F,4,4,3,5
2000,45,M,7,7,5,9
2000,46,F,6.5,6.5,5.25,7.75
2000,46,M,1,1,1,1
2000,47,F,3,3,2,4
2000,47,M,7.25,1.5,1,7.75
2000,48,F,3.1,2.5,1,4.75
2000,48,M,4,4,4,4
2000,49,F,4.625,3.5,1,4.25
2000,49,M,2,2,2,2
2000,50,F,3.857142857142857,3,2.5,5.5
2000,50,M,4.666666666666667,2,2,6
2000,51,F,3.5,3,2.25,3
2000,51,M,5.5,5.5,5.25,5.75
2000,52,F,4.285714285714286,4,2.5,4.5
2000,52,M,5,5,4,6
2000,53,F,4.1,3,2,4
2000,53,M,6.5,6.5,5.25,7.75
2000,54,F,4.428571428571429,4,1.5,6
2000,54,M,3.3333333333333335,2,1,6
2000,55,F,8,2.5,2,3
2000,56,F,3.8333333333333335,2,1,6
2000,57,F,4,4,3,5
2000,57,M,2.5,2.5,1.75,3.25
2000,58,F,5.8,3,2,7
2000,58,M,2.25,2,2,2.25
2000,59,F,3,3,0.75,5.25
2000,59,M,0,0,0,0
2000,60,F,5.333333333333333,6,4.5,6.5
2000,60,M,5,5,4.5,5.5
2000,61,F,4.428571428571429,4,2.5,5.5
2000,61,M,2.25,2.5,1.75,3
2000,62,F,2.4,1,1,4
2000,62,M,7,7,7,7
2000,63,F,3.6666666666666665,4,3.5,4
2000,63,M,6.5,2.5,1.75,7.25
2000,64,F,10.222222222222221,8,6,8
2000,64,M,3,3,3,3
2000,65,F,9,9,8,10
2000,65,M,5.25,2.5,2,5.75
2000,66,F,4.454545454545454,3,1,7
2000,66,M,3.3333333333333335,3,2,4.5
2000,67,F,15.25,3.5,2.75,8.5
2000,67,M,7,6,3.25,9.75
2000,68,F,4.2,3,2,5
2000,68,M,3.6666666666666665,3,2.25,3.75
2000,69,F,5,5.5,3.5,7
