year,sex,age,correction,type
2012,0,7,-0.48147197946003006,prev
2013,0,7,-0.4751872833258453,prev
2014,0,7,-0.46673682557417756,prev
2015,0,7,-0.4587495462633562,prev
2016,0,7,-0.45121902438711503,prev
2017,0,7,-0.4441348165834164,prev
2018,0,7,-0.4374831416851763,prev
2019,0,7,-0.43124762771273867,prev
2020,0,7,-0.4254098930845687,prev
2021,0,7,-0.41995023814877447,prev
2022,0,7,-0.4148480984610555,prev
2023,0,7,-0.4100825731105459,prev
2024,0,7,-0.40563281784395455,prev
2025,0,7,-0.40147834272948046,prev
2026,0,7,-0.3966891468122966,prev
2000,1,7,-0.5357125800016902,prev
2001,1,7,-0.5346290979607492,prev
2002,1,7,-0.533730214671009,prev
2003,1,7,-0.533029891297742,prev
2004,1,7,-0.5325391126520456,prev
2005,1,7,-0.5322656293498264,prev
2006,1,7,-0.5322137790449692,prev
2007,1,7,-0.5323843955750014,prev
2008,1,7,-0.5250988706011395,prev
2009,1,7,-0.5181230010695876,prev
2010,1,7,-0.5114611266304226,prev
2011,1,7,-0.5051127783395803,prev
2012,1,7,-0.49907302674135606,prev
2013,1,7,-0.49268225264962257,prev
2014,1,7,-0.4838533122773761,prev
2015,1,7,-0.475495425151316,prev
2016,1,7,-0.4676016552243261,prev
2017,1,7,-0.46015969332405254,prev
2018,1,7,-0.4531529489327934,prev
2019,1,7,-0.44656169478713703,prev
2020,1,7,-0.4403639804702693,prev
2021,1,7,-0.4345366363782512,prev
2022,1,7,-0.42905600222845636,prev
2023,1,7,-0.4238986697807756,prev
2024,1,7,-0.4190419727456904,prev
2025,1,7,-0.4144644371197376,prev
2026,1,7,-0.4086870112590856,prev
2000,0,8,-0.3229787102167742,prev
2001,0,8,-0.32219522281337876,prev
2002,0,8,-0.32149970398248734,prev
2003,0,8,-0.32090233231575993,prev
2004,0,8,-0.32041202336960095,prev
2005,0,8,-0.320036192873121,prev
2006,0,8,-0.3197805779242232,prev
2007,0,8,-0.3196491368660277,prev
2008,0,8,-0.3196438755714261,prev
2009,0,8,-0.31976489661157853,prev
2010,0,8,-0.3200103144341744,prev
2011,0,8,-0.3203763550903376,prev
2012,0,8,-0.32085741541666024,prev
2013,0,8,-0.3214462140358942,prev
2014,0,8,-0.3221339571519548,prev
2015,0,8,-0.32291051590009706,prev
2016,0,8,-0.32376482587668554,prev
2017,0,8,-0.32468479694399266,prev
2018,0,8,-0.3256580260652045,prev
2019,0,8,-0.3266716819414515,prev
2020,0,8,-0.32771303907043103,prev
2021,0,8,-0.32876963754066885,prev
2022,0,8,-0.3298295251784861,prev
2023,0,8,-0.3308814980502718,prev
2024,0,8,-0.33191527224949,prev
2025,0,8,-0.33292163557271137,prev
2026,0,8,-0.3329216355727114,prev
2000,1,8,-0.31079314787491136,prev
2001,1,8,-0.3094692856659003,prev
2002,1,8,-0.30831000293206656,prev
2003,1,8,-0.30733458030958394,prev
2004,1,8,-0.30655934058760254,prev
2005,1,8,-0.3059974519584307,prev
2006,1,8,-0.30565858355513226,prev
2007,1,8,-0.3055485000387436,prev
2008,1,8,-0.3056691211366668,prev
2009,1,8,-0.30601836365769663,prev
2010,1,8,-0.3065902320900865,prev
2011,1,8,-0.30737494286279327,prev
2012,1,8,-0.30835917463642437,prev
2013,1,8,-0.30952640652521984,prev
2014,1,8,-0.3108572968825021,prev
2015,1,8,-0.3123301981129603,prev
2016,1,8,-0.313921703965542,prev
2017,1,8,-0.31560722805074426,prev
2018,1,8,-0.3173616079144004,prev
2019,1,8,-0.3191597569688504,prev
2020,1,8,-0.320977261081506,prev
2021,1,8,-0.3227908885459367,prev
2022,1,8,-0.3245791671004305,prev
2023,1,8,-0.32632269040663175,prev
2024,1,8,-0.3280045067873222,prev
2025,1,8,-0.32961035215862705,prev
2026,1,8,-0.3296103521586271,prev
2000,0,9,-0.32235499723872935,prev
2001,0,9,-0.32139054469602746,prev
2002,0,9,-0.3205120480772624,prev
2003,0,9,-0.3197327029254448,prev
2004,0,9,-0.3190645232517336,prev
2005,0,9,-0.31851790857946377,prev
2006,0,9,-0.31810152608832887,prev
2007,0,9,-0.3178220735599514,prev
2008,0,9,-0.31768405133757877,prev
2009,0,9,-0.3176896810103756,prev
2010,0,9,-0.3178388826520425,prev
2011,0,9,-0.3181292217643808,prev
2012,0,9,-0.31855605459359654,prev
2013,0,9,-0.3191125140547306,prev
2014,0,9,-0.3197897966782139,prev
2015,0,9,-0.3205773298750083,prev
2016,0,9,-0.32146303822887856,prev
2017,0,9,-0.3224336072231541,prev
2018,0,9,-0.32347496411805793,prev
2019,0,9,-0.324572297020114,prev
2020,0,9,-0.32571069997859264,prev
2021,0,9,-0.3268753753149107,prev
2022,0,9,-0.3280519468097601,prev
2023,0,9,-0.32922674941190966,prev
2024,0,9,-0.33038718806461265,prev
2025,0,9,-0.3315217206964594,prev
2026,0,9,-0.33152172069645974,prev
2000,1,9,-0.3111278762921283,prev
2001,1,9,-0.3094855704588325,prev
2002,1,9,-0.30799606170270705,prev
2003,1,9,-0.30668497440379283,prev
2004,1,9,-0.30557522693070255,prev
2005,1,9,-0.3046865242846244,prev
2006,1,9,-0.30403483256891095,prev
2007,1,9,-0.3036319414640526,prev
2008,1,9,-0.3034851643597768,prev
2009,1,9,-0.3035972079404299,prev
2010,1,9,-0.3039659756388091,prev
2011,1,9,-0.30458483845170153,prev
2012,1,9,-0.30544252447991993,prev
2013,1,9,-0.3065236263560476,prev
2014,1,9,-0.30780894550620314,prev
2015,1,9,-0.30927588104865433,prev
2016,1,9,-0.3108992225404181,prev
2017,1,9,-0.31265160185272767,prev
2018,1,9,-0.3145044021785223,prev
2019,1,9,-0.3164284392110853,prev
2020,1,9,-0.3183947267701672,prev
2021,1,9,-0.32037523210545055,prev
2022,1,9,-0.322343530601597,prev
2023,1,9,-0.3242754066878192,prev
2024,1,9,-0.32614934798629547,prev
2025,1,9,-0.32794681629511113,prev
2026,1,9,-0.3279468162951108,prev
2000,0,10,-0.3220358501822049,prev
2001,0,10,-0.32092197877715534,prev
2002,0,10,-0.31988839231559824,prev
2003,0,10,-0.31895073363169807,prev
2004,0,10,-0.31812353140635613,prev
2005,0,10,-0.3174199069086116,prev
2006,0,10,-0.316851187663103,prev
2007,0,10,-0.3164266644295045,prev
2008,0,10,-0.31615333901771053,prev
2009,0,10,-0.31603574425123765,prev
2010,0,10,-0.31607584564063645,prev
2011,0,10,-0.3162729721263962,prev
2012,0,10,-0.3166238637988622,prev
2013,0,10,-0.3171226795504351,prev
2014,0,10,-0.3177612417714765,prev
2015,0,10,-0.3185291943111673,prev
2016,0,10,-0.3194142613422588,prev
2017,0,10,-0.32040255708331894,prev
2018,0,10,-0.3214789483791129,prev
2019,0,10,-0.32262741361106256,prev
2020,0,10,-0.3238314336603981,prev
2021,0,10,-0.32507437981578075,prev
2022,0,10,-0.32633989425382826,prev
2023,0,10,-0.32761223160085545,prev
2024,0,10,-0.32887662394765627,prev
2025,0,10,-0.33011945652009317,prev
2026,0,10,-0.33011945652009367,prev
2000,1,10,-0.31214658872630785,prev
2001,1,10,-0.3102501775248124,prev
2002,1,10,-0.30848451720443953,prev
2003,1,10,-0.30688039603228806,prev
2004,1,10,-0.30546645224524543,prev
2005,1,10,-0.3042684831547495,prev
2006,1,10,-0.30330865001011476,prev
2007,1,10,-0.30260490071733515,prev
2008,1,10,-0.3021704929193321,prev
2009,1,10,-0.30201365309414574,prev
2010,1,10,-0.30213734261458086,prev
2011,1,10,-0.30253923804159794,prev
2012,1,10,-0.30321172874749913,prev
2013,1,10,-0.3041421128108908,prev
2014,1,10,-0.3053129853507121,prev
2015,1,10,-0.30670265667632507,prev
2016,1,10,-0.30828574507766326,prev
2017,1,10,-0.31003384877273266,prev
2018,1,10,-0.31191644596617163,prev
2019,1,10,-0.31390152643254,prev
2020,1,10,-0.315956698363811,prev
2021,1,10,-0.3180499608053125,prev
2022,1,10,-0.32015055658181824,prev
2023,1,10,-0.32222979295112575,prev
2024,1,10,-0.32426156393014405,prev
2025,1,10,-0.3262230583999168,prev
2026,1,10,-0.3262230583999168,prev
2000,0,11,-0.3219852041913711,prev
2001,0,11,-0.32075581031619477,prev
2002,0,11,-0.3195985907253972,prev
2003,0,11,-0.3185308827444613,prev
2004,0,11,-0.3175691784396206,prev
2005,0,11,-0.3167286836859158,prev
2006,0,11,-0.31602295946413955,prev
2007,0,11,-0.31546360030016174,prev
2008,0,11,-0.3150598676637807,prev
2009,0,11,-0.31481851251957643,prev
2010,0,11,-0.31474364879144456,prev
2011,0,11,-0.31483648749630494,prev
2012,0,11,-0.31509548788870295,prev
2013,0,11,-0.31551628075197324,prev
2014,0,11,-0.3160918249798332,prev
2015,0,11,-0.31681258822609004,prev
2016,0,11,-0.31766674983037996,prev
2017,0,11,-0.31864059549671664,prev
2018,0,11,-0.3197187041621139,prev
2019,0,11,-0.3208845086194143,prev
2020,0,11,-0.3221205909157281,prev
2021,0,11,-0.32340915181151214,prev
2022,0,11,-0.3247324395992646,prev
2023,0,11,-0.3260731117042819,prev
2024,0,11,-0.32741464574979906,prev
2025,0,11,-0.32874164942583506,prev
2026,0,11,-0.32874164942583506,prev
2000,1,11,-0.31366888020263123,prev
2001,1,11,-0.3115911816415753,prev
2002,1,11,-0.3096153779193656,prev
2003,1,11,-0.30777579775748204,prev
2004,1,11,-0.30610553625242876,prev
2005,1,11,-0.30463525527297,prev
2006,1,11,-0.3033925834576807,prev
2007,1,11,-0.30240121640986883,prev
2008,1,11,-0.3016801733405578,prev
2009,1,11,-0.3012434423862951,prev
2010,1,11,-0.3010995520781482,prev
2011,1,11,-0.30125130185016596,prev
2012,1,11,-0.3016957270269941,prev
2013,1,11,-0.3024241447566423,prev
2014,1,11,-0.3034225127317819,prev
2015,1,11,-0.30467155488624686,prev
2016,1,11,-0.30614749358050103,prev
2017,1,11,-0.30782271786337145,prev
2018,1,11,-0.30966633567251495,prev
2019,1,11,-0.3116452981158265,prev
2020,1,11,-0.3137252343207565,prev
2021,1,11,-0.31587141448769024,prev
2022,1,11,-0.3180498777147825,prev
2023,1,11,-0.3202280513452878,prev
2024,1,11,-0.32237586339539637,prev
2025,1,11,-0.32446626105849813,prev
2026,1,11,-0.3244662610584857,prev
2000,0,12,-0.3221594723108076,prev
2001,0,12,-0.32084790727128576,prev
2002,0,12,-0.31959902657543854,prev
2003,0,12,-0.3184311724196785,prev
2004,0,12,-0.3173621069721606,prev
2005,0,12,-0.31640850489935635,prev
2006,0,12,-0.31558560721647233,prev
2007,0,12,-0.3149068017511246,prev
2008,0,12,-0.314383289660255,prev
2009,0,12,-0.3140238085669838,prev
2010,0,12,-0.3138343962891737,prev
2011,0,12,-0.31381825070319364,prev
2012,0,12,-0.3139756500151527,prev
2013,0,12,-0.31430392971816906,prev
2014,0,12,-0.314797559630421,prev
2015,0,12,-0.3154483183801695,prev
2016,0,12,-0.316245413254181,prev
2017,0,12,-0.31717585079680943,prev
2018,0,12,-0.31822470858459495,prev
2019,0,12,-0.31937553253240564,prev
2020,0,12,-0.32061074314898147,prev
2021,0,12,-0.3219120660195026,prev
2022,0,12,-0.32326099639650446,prev
2023,0,12,-0.32463918706216705,prev
2024,0,12,-0.32602890428543163,prev
2025,0,12,-0.3274133795579145,prev
2026,0,12,-0.3274133795579165,prev
2000,1,12,-0.3155191372991365,prev
2001,1,12,-0.31333269731276575,prev
2002,1,12,-0.31121621683778994,prev
2003,1,12,-0.3092057782775497,prev
2004,1,12,-0.3073370436537341,prev
2005,1,12,-0.3056442413631501,prev
2006,1,12,-0.3041591293602543,prev
2007,1,12,-0.30291017893074995,prev
2008,1,12,-0.30192159191598544,prev
2009,1,12,-0.3012127614549165,prev
2010,1,12,-0.3007977042849976,prev
2011,1,12,-0.3006846037748392,prev
2012,1,12,-0.3008757368645684,prev
2013,1,12,-0.30136727641386996,prev
2014,1,12,-0.3021495491695274,prev
2015,1,12,-0.30320707848836825,prev
2016,1,12,-0.30451919170857544,prev
2017,1,12,-0.306060501658056,prev
2018,1,12,-0.3078016223943403,prev
2019,1,12,-0.3097101028956969,prev
2020,1,12,-0.31175124044013963,prev
2021,1,12,-0.3138891347813008,prev
2022,1,12,-0.3160877723166911,prev
2023,1,12,-0.31831204230792204,prev
2024,1,12,-0.3205286526394823,prev
2025,1,12,-0.3227069847131753,prev
2026,1,12,-0.3227069847131753,prev
2000,0,13,-0.3225125237410699,prev
2001,0,13,-0.32114946017800483,prev
2002,0,13,-0.3198391162539772,prev
2003,0,13,-0.3186002120836149,prev
2004,0,13,-0.3174510955780993,prev
2005,0,13,-0.3164093266364945,prev
2006,0,13,-0.31549121107964817,prev
2007,0,13,-0.314711431499276,prev
2008,0,13,-0.3140826587269148,prev
2009,0,13,-0.3136152470010349,prev
2010,0,13,-0.3133169554846781,prev
2011,0,13,-0.31319277110939686,prev
2012,0,13,-0.3132447687011872,prev
2013,0,13,-0.3134720951929025,prev
2014,0,13,-0.3138709441261198,prev
2015,0,13,-0.31443464903243024,prev
2016,0,13,-0.31515389892022316,prev
2017,0,13,-0.3160169434760408,prev
2018,0,13,-0.3170098985340554,prev
2019,0,13,-0.31811705246551414,prev
2020,0,13,-0.31932131768339944,prev
2021,0,13,-0.3206046152434874,prev
2022,0,13,-0.32194833215104746,prev
2023,0,13,-0.3233337559141772,prev
2024,0,13,-0.3247425062138462,prev
2025,0,13,-0.32615693409738317,prev
2026,0,13,-0.32615693409738494,prev
2000,1,13,-0.31754287203613757,prev
2001,1,13,-0.3153136672265769,prev
2002,1,13,-0.3131225894954498,prev
2003,1,13,-0.3110056943330669,prev
2004,1,13,-0.3089995398416245,prev
2005,1,13,-0.3071401657589615,prev
2006,1,13,-0.305462099435831,prev
2007,1,13,-0.303997154143753,prev
2008,1,13,-0.3027736918096527,prev
2009,1,13,-0.30181570117161405,prev
2010,1,13,-0.3011421831971449,prev
2011,1,13,-0.3007665422010796,prev
2012,1,13,-0.3006963054590591,prev
2013,1,13,-0.3009328783703631,prev
2014,1,13,-0.301471521010649,prev
2015,1,13,-0.3023014937385344,prev
2016,1,13,-0.3034062460071352,prev
2017,1,13,-0.30476406726174293,prev
2018,1,13,-0.306348480195155,prev
2019,1,13,-0.3081291025213,prev
2020,1,13,-0.3100725424993888,prev
2021,1,13,-0.31214334131393656,prev
2022,1,13,-0.31430502951201744,prev
2023,1,13,-0.3165211977506494,prev
2024,1,13,-0.31875652019435663,prev
2025,1,13,-0.3209777236012933,prev
2026,1,13,-0.32097772360129334,prev
2000,0,14,-0.3229994011605358,prev
2001,0,14,-0.3216115205950201,prev
2002,0,14,-0.3202666082582459,prev
2003,0,14,-0.31898320081386666,prev
2004,0,14,-0.3177797111195461,prev
2005,0,14,-0.31667396826877425,prev
2006,0,14,-0.315682817962595,prev
2007,0,14,-0.3148217039552841,prev
2008,0,14,-0.3141043150993825,prev
2009,0,14,-0.3135422050071222,prev
2010,0,14,-0.31314448846545156,prev
2011,0,14,-0.3129177748729336,prev
2012,0,14,-0.3128657374634599,prev
2013,0,14,-0.31298925482633316,prev
2014,0,14,-0.313286283689451,prev
2015,0,14,-0.3137519355301663,prev
2016,0,14,-0.3143785881347166,prev
2017,0,14,-0.3151560745008159,prev
2018,0,14,-0.3160719201738211,prev
2019,0,14,-0.3171117625868312,prev
2020,0,14,-0.3182594431340975,prev
2021,0,14,-0.3194977076306662,prev
2022,0,14,-0.3208084214555114,prev
2023,0,14,-0.32217308897489605,prev
2024,0,14,-0.32357326272076853,prev
2025,0,14,-0.32499093935341206,prev
2026,0,14,-0.32499093935341206,prev
2000,1,14,-0.31961501732847175,prev
2001,1,14,-0.31739851169091055,prev
2002,1,14,-0.3151908588115494,prev
2003,1,14,-0.3130265854945894,prev
2004,1,14,-0.3109415876832408,prev
2005,1,14,-0.3089721528675285,prev
2006,1,14,-0.3071538793641707,prev
2007,1,14,-0.30552061623125576,prev
2008,1,14,-0.3041035846617837,prev
2009,1,14,-0.3029302184787473,prev
2010,1,14,-0.3020236255944148,prev
2011,1,14,-0.3014018060837166,prev
2012,1,14,-0.30107718455572147,prev
2013,1,14,-0.30105626522694046,prev
2014,1,14,-0.3013394892772306,prev
2015,1,14,-0.30192112941419574,prev
2016,1,14,-0.3027896333967672,prev
2017,1,14,-0.30392764433731273,prev
2018,1,14,-0.3053128373694116,prev
2019,1,14,-0.3069181972914942,prev
2020,1,14,-0.30871303610706663,prev
2021,1,14,-0.3106638281316094,prev
2022,1,14,-0.31273511816746424,prev
2023,1,14,-0.31489066635171736,prev
2024,1,14,-0.3170944536212239,prev
2025,1,14,-0.3193117071904899,prev
2026,1,14,-0.31931170719049,prev
2000,0,15,-0.3235789258195766,prev
2001,0,15,-0.32218825376006577,prev
2002,0,15,-0.3208315106249813,prev
2003,0,15,-0.31952660214269346,prev
2004,0,15,-0.31829152106988445,prev
2005,0,15,-0.31714391398247865,prev
2006,0,15,-0.31610069202014385,prev
2007,0,15,-0.31517758847774247,prev
2008,0,15,-0.3143888465941074,prev
2009,0,15,-0.31374680809369715,prev
2010,0,15,-0.31326164933961465,prev
2011,0,15,-0.31294114140441315,prev
2012,0,15,-0.312790462887123,prev
2013,0,15,-0.3128120279689906,prev
2014,0,15,-0.31300550323530457,prev
2015,0,15,-0.31336775384276805,prev
2016,0,15,-0.31389295353705116,prev
2017,0,15,-0.3145726824399446,prev
2018,0,15,-0.31539627666165787,prev
2019,0,15,-0.31635080279692634,prev
2020,0,15,-0.3174216482688274,prev
2021,0,15,-0.31859273257026144,prev
2022,0,15,-0.3198469506531471,prev
2023,0,15,-0.32116650806021657,prev
2024,0,15,-0.3225333757726314,prev
2025,0,15,-0.32392978914377984,prev
2026,0,15,-0.3239297891437843,prev
2000,1,15,-0.32164190991501435,prev
2001,1,15,-0.31948140703542716,prev
2002,1,15,-0.31730458238622883,prev
2003,1,15,-0.3151433573674679,prev
2004,1,15,-0.313031711332491,prev
2005,1,15,-0.3110047763226631,prev
2006,1,15,-0.30909784549286395,prev
2007,1,15,-0.3073453811683943,prev
2008,1,15,-0.30577994180367896,prev
2009,1,15,-0.30443131302294296,prev
2010,1,15,-0.3033255822261205,prev
2011,1,15,-0.30248439205604083,prev
2012,1,15,-0.3019243770112795,prev
2013,1,15,-0.3016566698247888,prev
2014,1,15,-0.3016866105912502,prev
2015,1,15,-0.30201360156074086,prev
2016,1,15,-0.30263111183281016,prev
2017,1,15,-0.3035269105428698,prev
2018,1,15,-0.30468328694879954,prev
2019,1,15,-0.3060776497935227,prev
2020,1,15,-0.3076831116011196,prev
2021,1,15,-0.3094692670477952,prev
2022,1,15,-0.31140307297390263,prev
2023,1,15,-0.313449848917223,prev
2024,1,15,-0.3155742530542741,prev
2025,1,15,-0.31774127900056104,prev
2026,1,15,-0.31774127900056104,prev
2000,0,16,-0.32421497544722183,prev
2001,0,16,-0.3228389206988727,prev
2002,0,16,-0.3214886558338406,prev
2003,0,16,-0.3201811998202358,prev
2004,0,16,-0.31893379579603975,prev
2005,0,16,-0.31776354975471954,prev
2006,0,16,-0.31668702905746726,prev
2007,0,16,-0.31571988462674,prev
2008,0,16,-0.3148764998630544,prev
2009,0,16,-0.3141696437365991,prev
2010,0,16,-0.31361017174409017,prev
2011,0,16,-0.31320676840587924,prev
2012,0,16,-0.31296575226541884,prev
2013,0,16,-0.3128909067201472,prev
2014,0,16,-0.3129834137317429,prev
2015,0,16,-0.31324181727957134,prev
2016,0,16,-0.3136620691036174,prev
2017,0,16,-0.31423754292627415,prev
2018,0,16,-0.3149594020187771,prev
2019,0,16,-0.3158164989742021,prev
2020,0,16,-0.31679590968839694,prev
2021,0,16,-0.31788311314794193,prev
2022,0,16,-0.3190623107567189,prev
2023,0,16,-0.3203168427344233,prev
2024,0,16,-0.3216296693183939,prev
2025,0,16,-0.32298345759722175,prev
2026,0,16,-0.3229834575972278,prev
2000,1,16,-0.3235590622892295,prev
2001,1,16,-0.3214857495041453,prev
2002,1,16,-0.3193758088474925,prev
2003,1,16,-0.31725787862536914,prev
2004,1,16,-0.31516313918956756,prev
2005,1,16,-0.31312450412751863,prev
2006,1,16,-0.31117579343247526,prev
2007,1,16,-0.30935078613744504,prev
2008,1,16,-0.30768217265576003,prev
2009,1,16,-0.306200717645372,prev
2010,1,16,-0.3049343562841007,prev
2011,1,16,-0.30390729635913244,prev
2012,1,16,-0.3031394319329279,prev
2013,1,16,-0.30264580088094506,prev
2014,1,16,-0.30243610818081573,prev
2015,1,16,-0.3025144469874395,prev
2016,1,16,-0.3028792895392329,prev
2017,1,16,-0.30352345529120106,prev
2018,1,16,-0.3044343232957195,prev
2019,1,16,-0.3055941678892848,prev
2020,1,16,-0.3069806516601943,prev
2021,1,16,-0.3085674523470169,prev
2022,1,16,-0.31032499334322367,prev
2023,1,16,-0.312221379382758,prev
2024,1,16,-0.31422315140068174,prev
2025,1,16,-0.31629640056992947,prev
2026,1,16,-0.3162964005698147,prev
2000,0,17,-0.324877382254064,prev
2001,0,17,-0.32352887713465744,prev
2002,0,17,-0.3221990950077699,prev
2003,0,17,-0.320903978959001,prev
2004,0,17,-0.3196597950990996,prev
2005,0,17,-0.3184828613348686,prev
2006,0,17,-0.31738910100764695,prev
2007,0,17,-0.31639377708856925,prev
2008,0,17,-0.3155111079769574,prev
2009,0,17,-0.3147539532296278,prev
2010,0,17,-0.3141335200126031,prev
2011,0,17,-0.3136591066368495,prev
2012,0,17,-0.3133378897101237,prev
2013,0,17,-0.3131747600548409,prev
2014,0,17,-0.31317220842655125,prev
2015,0,17,-0.3133302816233978,prev
2016,0,17,-0.31364655563940724,prev
2017,0,17,-0.3141162167189379,prev
2018,0,17,-0.31473215841754365,prev
2019,0,17,-0.3154851465483936,prev
2020,0,17,-0.3163640306810246,prev
2021,0,17,-0.31735599925368047,prev
2022,0,17,-0.3184468720760742,prev
2023,0,17,-0.3196214221746604,prev
2024,0,17,-0.32086371772776057,prev
2025,0,17,-0.3221574738026587,prev
2026,0,17,-0.32215747380265836,prev
2000,1,17,-0.32532661326760126,prev
2001,1,17,-0.32336079698281345,prev
2002,1,17,-0.3213430101155606,prev
2003,1,17,-0.31929831068515374,prev
2004,1,17,-0.3172545709041956,prev
2005,1,17,-0.3152417994756557,prev
2006,1,17,-0.31329144781414325,prev
2007,1,17,-0.3114355737697263,prev
2008,1,17,-0.3097059438051323,prev
2009,1,17,-0.3081331924456481,prev
2010,1,17,-0.3067458474169567,prev
2011,1,17,-0.3055696331242051,prev
2012,1,17,-0.30462671521124923,prev
2013,1,17,-0.30393504176818675,prev
2014,1,17,-0.3035078561139657,prev
2015,1,17,-0.30335346512448585,prev
2016,1,17,-0.3034747705603859,prev
2017,1,17,-0.30386951520687805,prev
2018,1,17,-0.3045300136566981,prev
2019,1,17,-0.30544359918242847,prev
2020,1,17,-0.3065928552350477,prev
2021,1,17,-0.30795609850506206,prev
2022,1,17,-0.30950804989952035,prev
2023,1,17,-0.3112204021927707,prev
2024,1,17,-0.3130627685159703,prev
2025,1,17,-0.3150034529874569,prev
2026,1,17,-0.31500345298746896,prev
2000,0,18,-0.3255417869156867,prev
2001,0,18,-0.32422982077774404,prev
2002,0,18,-0.3229305980259606,prev
2003,0,18,-0.321658884051671,prev
2004,0,18,-0.32042985730974366,prev
2005,0,18,-0.3192588716042985,prev
2006,0,18,-0.31816103035111953,prev
2007,0,18,-0.3171509725083871,prev
2008,0,18,-0.31624251658974545,prev
2009,0,18,-0.31544834779722175,prev
2010,0,18,-0.3147797471560674,prev
2011,0,18,-0.31424636137077283,prev
2012,0,18,-0.31385592160438497,prev
2013,0,18,-0.31361424873626453,prev
2014,0,18,-0.31352481544743677,prev
2015,0,18,-0.3135889982672476,prev
2016,0,18,-0.3138058212018245,prev
2017,0,18,-0.3141720954848661,prev
2018,0,18,-0.3146824335000108,prev
2019,0,18,-0.3153293920508104,prev
2020,0,18,-0.31610362949801757,prev
2021,0,18,-0.31699410738640416,prev
2022,0,18,-0.31798837040984795,prev
2023,0,18,-0.3190727508671725,prev
2024,0,18,-0.3202327378642209,prev
2025,0,18,-0.32145325667333297,prev
2026,0,18,-0.32145325667333297,prev
2000,1,18,-0.3269239930860196,prev
2001,1,18,-0.3250768859627994,prev
2002,1,18,-0.32316710104284857,prev
2003,1,18,-0.32121610518040766,prev
2004,1,18,-0.31924825800995754,prev
2005,1,18,-0.31729028666632375,prev
2006,1,18,-0.3153707444897765,prev
2007,1,18,-0.3135192618999484,prev
2008,1,18,-0.3117658130317099,prev
2009,1,18,-0.31013989796491004,prev
2010,1,18,-0.3086697202943965,prev
2011,1,18,-0.30738142671180074,prev
2012,1,18,-0.30629837248163316,prev
2013,1,18,-0.3054404832359803,prev
2014,1,18,-0.3048236943601443,prev
2015,1,18,-0.3044596251218875,prev
2016,1,18,-0.3043550703814382,prev
2017,1,18,-0.3045120234012888,prev
2018,1,18,-0.3049275231168578,prev
2019,1,18,-0.3055937516307149,prev
2020,1,18,-0.3064982375895703,prev
2021,1,18,-0.30762419652514855,prev
2022,1,18,-0.3089509619443162,prev
2023,1,18,-0.31045456651879033,prev
2024,1,18,-0.31210838943396707,prev
2025,1,18,-0.31388390411756945,prev
2026,1,18,-0.31388390411756967,prev
2000,0,19,-0.326189275744718,prev
2001,0,19,-0.32491947958258055,prev
2002,0,19,-0.3236574784562075,prev
2003,0,19,-0.32241684669248283,prev
2004,0,19,-0.3212116309986809,prev
2005,0,19,-0.32005611777000625,prev
2006,0,19,-0.3189644991188854,prev
2007,0,19,-0.3179506487330738,prev
2008,0,19,-0.31702778859463,prev
2009,0,19,-0.3162082977468814,prev
2010,0,19,-0.31550325520916095,prev
2011,0,19,-0.3149224288736579,prev
2012,0,19,-0.3144739408339542,prev
2013,0,19,-0.31416412036417907,prev
2014,0,19,-0.3139973682230573,prev
2015,0,19,-0.31397606239207754,prev
2016,0,19,-0.3141005033001001,prev
2017,0,19,-0.3143689180607238,prev
2018,0,19,-0.3147775001071078,prev
2019,0,19,-0.31532045712568024,prev
2020,0,19,-0.31599017452872025,prev
2021,0,19,-0.316777366527684,prev
2022,0,19,-0.3176712413934011,prev
2023,0,19,-0.31865988142120233,prev
2024,0,19,-0.31973019905762223,prev
2025,0,19,-0.32086852327409976,prev
2026,0,19,-0.32086852327410614,prev
2000,1,19,-0.3283446896516557,prev
2001,1,19,-0.32662042258100094,prev
2002,1,19,-0.3248267913598176,prev
2003,1,19,-0.32298187823559904,prev
2004,1,19,-0.3211065803861182,prev
2005,1,19,-0.31922425996839787,prev
2006,1,19,-0.317360278231562,prev
2007,1,19,-0.3155414292516501,prev
2008,1,19,-0.3137952918120667,prev
2009,1,19,-0.3121495420151127,prev
2010,1,19,-0.31063119120733895,prev
2011,1,19,-0.30926595624103986,prev
2012,1,19,-0.30807742419242995,prev
2013,1,19,-0.30708652936421366,prev
2014,1,19,-0.30631105020801885,prev
2015,1,19,-0.3057649061564657,prev
2016,1,19,-0.3054581101039633,prev
2017,1,19,-0.3053961973076792,prev
2018,1,19,-0.30558032564647597,prev
2019,1,19,-0.3060071256545292,prev
2020,1,19,-0.30666882342452556,prev
2021,1,19,-0.307553417023669,prev
2022,1,19,-0.3086450115773122,prev
2023,1,19,-0.3099242195506316,prev
2024,1,19,-0.3113686732879337,prev
2025,1,19,-0.3129537016965004,prev
2026,1,19,-0.31295370169650033,prev
2000,0,20,-0.3268057486052079,prev
2001,0,20,-0.3255810060307485,prev
2002,0,20,-0.3243600558597728,prev
2003,0,20,-0.3231553079158631,prev
2004,0,20,-0.32197969295707346,prev
2005,0,20,-0.32084641126746594,prev
2006,0,20,-0.3197687041324279,prev
2007,0,20,-0.3187596015452615,prev
2008,0,20,-0.31783164681453036,prev
2009,0,20,-0.31699664412846895,prev
2010,0,20,-0.3162655087161999,prev
