year,sex,age,correction,type
2022,0,59,-0.3132324446371069,prev
2023,0,59,-0.31284208673677816,prev
2024,0,59,-0.31249840400564644,prev
2025,0,59,-0.3122029776567267,prev
2026,0,59,-0.3122029776567267,prev
2000,1,59,-0.3339313670731213,prev
2001,1,59,-0.3334471626158083,prev
2002,1,59,-0.33294989529516217,prev
2003,1,59,-0.33244003682158085,prev
2004,1,59,-0.3319181187565909,prev
2005,1,59,-0.3313847419214325,prev
2006,1,59,-0.33084057190954047,prev
2007,1,59,-0.33028630504473044,prev
2008,1,59,-0.32972284159593995,prev
2009,1,59,-0.3291509298732959,prev
2010,1,59,-0.3285715521996357,prev
2011,1,59,-0.3279856640385145,prev
2012,1,59,-0.32739433090863096,prev
2013,1,59,-0.32679863885616006,prev
2014,1,59,-0.3261997443744485,prev
2015,1,59,-0.3255988559538795,prev
2016,1,59,-0.324997198047971,prev
2017,1,59,-0.32439611764795695,prev
2018,1,59,-0.3237969154788701,prev
2019,1,59,-0.32320093917877807,prev
2020,1,59,-0.32260959868997047,prev
2021,1,59,-0.32202430129476495,prev
2022,1,59,-0.32144648361120565,prev
2023,1,59,-0.32087758562022267,prev
2024,1,59,-0.3203190566617201,prev
2025,1,59,-0.319772341136687,prev
2026,1,59,-0.319772341136687,prev
2000,0,60,-0.3282148418481701,prev
2001,0,60,-0.3274486571668404,prev
2002,0,60,-0.32667349575226734,prev
2003,0,60,-0.3258917007757796,prev
2004,0,60,-0.32510573824420536,prev
2005,0,60,-0.3243182123301488,prev
2006,0,60,-0.3235318573579494,prev
2007,0,60,-0.32274945091869095,prev
2008,0,60,-0.32197390123677705,prev
2009,0,60,-0.3212081637238036,prev
2010,0,60,-0.3204552570717503,prev
2011,0,60,-0.31971819921578837,prev
2012,0,60,-0.31900003371826763,prev
2013,0,60,-0.3183037918694561,prev
2014,0,60,-0.3176324766586112,prev
2015,0,60,-0.31698899594847935,prev
2016,0,60,-0.31637621968439356,prev
2017,0,60,-0.3157969086265392,prev
2018,0,60,-0.31525370644632167,prev
2019,0,60,-0.3147491205695881,prev
2020,0,60,-0.31428550124328697,prev
2021,0,60,-0.3138650380839407,prev
2022,0,60,-0.31348971537423126,prev
2023,0,60,-0.3131613308057036,prev
2024,0,60,-0.3128814421594751,prev
2025,0,60,-0.3126514539380192,prev
2026,0,60,-0.3126514539380192,prev
2000,1,60,-0.3333990938857299,prev
2001,1,60,-0.33295593612356345,prev
2002,1,60,-0.33250112992802744,prev
2003,1,60,-0.33203480312591044,prev
2004,1,60,-0.33155725552295373,prev
2005,1,60,-0.3310686206710512,prev
2006,1,60,-0.3305691875055087,prev
2007,1,60,-0.33005923096448303,prev
2008,1,60,-0.3295391522610215,prev
2009,1,60,-0.3290092497997725,prev
2010,1,60,-0.32846994766101106,prev
2011,1,60,-0.32792167963602886,prev
2012,1,60,-0.327364926845455,prev
2013,1,60,-0.32680018686321827,prev
2014,1,60,-0.3262280036087053,prev
2015,1,60,-0.32564895263772303,prev
2016,1,60,-0.32506364217809564,prev
2017,1,60,-0.32447268178915956,prev
2018,1,60,-0.3238768172628824,prev
2019,1,60,-0.32327672540467217,prev
2020,1,60,-0.32267310729679444,prev
2021,1,60,-0.32206673895212523,prev
2022,1,60,-0.3214584115263784,prev
2023,1,60,-0.3208489376910243,prev
2024,1,60,-0.32023915330674824,prev
2025,1,60,-0.3196299118173737,prev
2026,1,60,-0.3196299118173737,prev
2000,0,61,-0.3276840547860899,prev
2001,0,61,-0.3269104650436665,prev
2002,0,61,-0.3261311145633867,prev
2003,0,61,-0.3253485693087782,prev
2004,0,61,-0.3245656809291405,prev
2005,0,61,-0.32378529805447565,prev
2006,0,61,-0.32301042396955676,prev
2007,0,61,-0.32224415188381544,prev
2008,0,61,-0.3214896014907775,prev
2009,0,61,-0.32074995304155923,prev
2010,0,61,-0.32002838709940845,prev
2011,0,61,-0.31932812226961294,prev
2012,0,61,-0.3186522850100485,prev
2013,0,61,-0.31800398821901454,prev
2014,0,61,-0.3173862622499781,prev
2015,0,61,-0.31680203722303985,prev
2016,0,61,-0.3162541242396576,prev
2017,0,61,-0.3157451912616717,prev
2018,0,61,-0.31527774735569264,prev
2019,0,61,-0.3148541052685632,prev
2020,0,61,-0.31447640395079235,prev
2021,0,61,-0.3141465372067513,prev
2022,0,61,-0.31386618488772294,prev
2023,0,61,-0.3136367790248313,prev
2024,0,61,-0.3134594952315724,prev
2025,0,61,-0.31333524642036675,prev
2026,0,61,-0.31333524642036675,prev
2000,1,61,-0.33262989889675393,prev
2001,1,61,-0.33224916986895575,prev
2002,1,61,-0.3318579279517948,prev
2003,1,61,-0.33145600711504714,prev
2004,1,61,-0.3310432337742193,prev
2005,1,61,-0.3306194396117898,prev
2006,1,61,-0.3301845473212758,prev
2007,1,61,-0.3297383023662895,prev
2008,1,61,-0.3292805947701557,prev
2009,1,61,-0.3288112686021003,prev
2010,1,61,-0.32833019823929527,prev
2011,1,61,-0.3278372391763945,prev
2012,1,61,-0.3273322501320162,prev
2013,1,61,-0.3268151267415846,prev
2014,1,61,-0.3262857309255529,prev
2015,1,61,-0.32574395243058596,prev
2016,1,61,-0.3251896756897893,prev
2017,1,61,-0.32462283746120885,prev
2018,1,61,-0.3240432869816402,prev
2019,1,61,-0.3234509962011262,prev
2020,1,61,-0.3228458554257954,prev
2021,1,61,-0.3222277944705358,prev
2022,1,61,-0.3215967263899894,prev
2023,1,61,-0.32095269030912854,prev
2024,1,61,-0.3202955582624394,prev
2025,1,61,-0.31962532186919346,prev
2026,1,61,-0.31962532186919346,prev
2000,0,62,-0.32696283587505226,prev
2001,0,62,-0.32617311857869735,prev
2002,0,62,-0.32538211867578454,prev
2003,0,62,-0.3245929598953038,prev
2004,0,62,-0.3238089329847503,prev
2005,0,62,-0.3230334075372561,prev
2006,0,62,-0.32226983645461477,prev
2007,0,62,-0.32152171754042413,prev
2008,0,62,-0.32079257126914423,prev
2009,0,62,-0.3200859128968516,prev
2010,0,62,-0.3194052247128851,prev
2011,0,62,-0.3187539279492519,prev
2012,0,62,-0.31813535479090843,prev
2013,0,62,-0.3175527174521267,prev
2014,0,62,-0.31700909452253495,prev
2015,0,62,-0.31650738944364104,prev
2016,0,62,-0.3160502816892335,prev
2017,0,62,-0.3156403338711849,prev
2018,0,62,-0.3152797336070706,prev
2019,0,62,-0.314970498079996,prev
2020,0,62,-0.3147143577457256,prev
2021,0,62,-0.31451273818215897,prev
2022,0,62,-0.3143667732154931,prev
2023,0,62,-0.31427730110253066,prev
2024,0,62,-0.31424481215666406,prev
2025,0,62,-0.31426948695925083,prev
2026,0,62,-0.31426948695925083,prev
2000,1,62,-0.33153115345715384,prev
2001,1,62,-0.33124652699602675,prev
2002,1,62,-0.33095113346647076,prev
2003,1,62,-0.33064439264991174,prev
2004,1,62,-0.3303259409572115,prev
2005,1,62,-0.32999521141560245,prev
2006,1,62,-0.3296517108626254,prev
2007,1,62,-0.32929489626083097,prev
2008,1,62,-0.32892420379615056,prev
2009,1,62,-0.3285389993167384,prev
2010,1,62,-0.32813876451562946,prev
2011,1,62,-0.3277227422076428,prev
2012,1,62,-0.3272902813147122,prev
2013,1,62,-0.32684066826905545,prev
2014,1,62,-0.3263731417537433,prev
2015,1,62,-0.32588693192868706,prev
2016,1,62,-0.3253811905800758,prev
2017,1,62,-0.3248550733163222,prev
2018,1,62,-0.324307652985614,prev
2019,1,62,-0.32373799126662384,prev
2020,1,62,-0.32314506819129435,prev
2021,1,62,-0.3225279146960451,prev
2022,1,62,-0.3218853614876574,prev
2023,1,62,-0.3212162785590025,prev
2024,1,62,-0.3205194814577853,prev
2025,1,62,-0.31979370184480704,prev
2026,1,62,-0.31979370184480704,prev
2000,0,63,-0.32696283587505226,prev
2001,0,63,-0.32617311857869735,prev
2002,0,63,-0.32538211867578454,prev
2003,0,63,-0.3245929598953038,prev
2004,0,63,-0.3238089329847503,prev
2005,0,63,-0.3230334075372561,prev
2006,0,63,-0.32226983645461477,prev
2007,0,63,-0.32152171754042413,prev
2008,0,63,-0.32079257126914423,prev
2009,0,63,-0.3200859128968516,prev
2010,0,63,-0.3194052247128851,prev
2011,0,63,-0.3187539279492519,prev
2012,0,63,-0.31813535479090843,prev
2013,0,63,-0.3175527174521267,prev
2014,0,63,-0.31700909452253495,prev
2015,0,63,-0.31650738944364104,prev
2016,0,63,-0.3160502816892335,prev
2017,0,63,-0.3156403338711849,prev
2018,0,63,-0.3152797336070706,prev
2019,0,63,-0.314970498079996,prev
2020,0,63,-0.3147143577457256,prev
2021,0,63,-0.31451273818215897,prev
2022,0,63,-0.3143667732154931,prev
2023,0,63,-0.31427730110253066,prev
2024,0,63,-0.31424481215666406,prev
2025,0,63,-0.31426948695925083,prev
2026,0,63,-0.31426948695925083,prev
2000,1,63,-0.33153115345715384,prev
2001,1,63,-0.33124652699602675,prev
2002,1,63,-0.33095113346647076,prev
2003,1,63,-0.33064439264991174,prev
2004,1,63,-0.3303259409572115,prev
2005,1,63,-0.32999521141560245,prev
2006,1,63,-0.3296517108626254,prev
2007,1,63,-0.32929489626083097,prev
2008,1,63,-0.32892420379615056,prev
2009,1,63,-0.3285389993167384,prev
2010,1,63,-0.32813876451562946,prev
2011,1,63,-0.3277227422076428,prev
2012,1,63,-0.3272902813147122,prev
2013,1,63,-0.32684066826905545,prev
2014,1,63,-0.3263731417537433,prev
2015,1,63,-0.32588693192868706,prev
2016,1,63,-0.3253811905800758,prev
2017,1,63,-0.3248550733163222,prev
2018,1,63,-0.324307652985614,prev
2019,1,63,-0.32373799126662384,prev
2020,1,63,-0.32314506819129435,prev
2021,1,63,-0.3225279146960451,prev
2022,1,63,-0.3218853614876574,prev
2023,1,63,-0.3212162785590025,prev
2024,1,63,-0.3205194814577853,prev
2025,1,63,-0.31979370184480704,prev
2026,1,63,-0.31979370184480704,prev
2000,0,3,0,inc
2001,0,3,-0.8742777923272388,inc
2002,0,3,-0.8746667036554778,inc
2003,0,3,-0.8750760834464938,inc
2004,0,3,-0.8531931646272108,inc
2005,0,3,-0.8313014653931332,inc
2006,0,3,-0.8094422437261688,inc
2007,0,3,-0.7876548775989343,inc
2008,0,3,-0.7659767539256098,inc
2009,0,3,-0.7423941922950525,inc
2010,0,3,-0.7101813559062643,inc
2011,0,3,-0.6784476504235262,inc
2012,0,3,-0.6472924927802455,inc
2013,0,3,-0.6168045641115631,inc
2014,0,3,-0.5870617359525082,inc
2015,0,3,-0.5581311082324057,inc
2016,0,3,-0.5300692158937862,inc
2017,0,3,-0.5029223457857458,inc
2018,0,3,-0.4767271301587018,inc
2019,0,3,-0.4515109996784588,inc
2020,0,3,-0.4272928349442779,inc
2021,0,3,-0.4040837395297741,inc
2022,0,3,-0.38188764644589995,inc
2023,0,3,-0.3607021171305447,inc
2024,0,3,-0.34051895832893564,inc
2025,0,3,-0.3213250488179973,inc
2026,0,3,-0.3026005821240342,inc
2000,1,3,0,inc
2001,1,3,-0.964040506543737,inc
2002,1,3,-0.9644678851255933,inc
2003,1,3,-0.964940837041825,inc
2004,1,3,-0.9434698447801747,inc
2005,1,3,-0.9218367658389561,inc
2006,1,3,-0.9000910405740234,inc
2007,1,3,-0.878280271711375,inc
2008,1,3,-0.8564498632910992,inc
2009,1,3,-0.8325351022765742,inc
2010,1,3,-0.7995111183792434,inc
2011,1,3,-0.7666913785221467,inc
2012,1,3,-0.7342026351973021,inc
2013,1,3,-0.7021604837954841,inc
2014,1,3,-0.6706688291423163,inc
2015,1,3,-0.639819675759667,inc
2016,1,3,-0.6096930864745792,inc
2017,1,3,-0.5803574337886578,inc
2018,1,3,-0.551869881399077,inc
2019,1,3,-0.5242768705617138,inc
2020,1,3,-0.4976148643719667,inc
2021,1,3,-0.47191110022095706,inc
2022,1,3,-0.44718438660692733,inc
2023,1,3,-0.4234459015933704,inc
2024,1,3,-0.4007000425284849,inc
2025,1,3,-0.37894522498419414,inc
2026,1,3,-0.3572096776570973,inc
2000,0,4,0,inc
2001,0,4,-0.6233030565922661,inc
2002,0,4,-0.6236836719009486,inc
2003,0,4,-0.624077751659932,inc
2004,0,4,-0.6244839728531557,inc
2005,0,4,-0.6100040501357753,inc
2006,0,4,-0.5956643382126634,inc
2007,0,4,-0.5814904624769384,inc
2008,0,4,-0.5675058757790403,inc
2009,0,4,-0.5537318503409078,inc
2010,0,4,-0.5388933339446376,inc
2011,0,4,-0.5188393039984539,inc
2012,0,4,-0.49938030478638745,inc
2013,0,4,-0.48056109169607536,inc
2014,0,4,-0.4624170449270188,inc
2015,0,4,-0.4449746759454173,inc
2016,0,4,-0.4282522960633341,inc
2017,0,4,-0.4122607281085783,inc
2018,0,4,-0.3970040574608141,inc
2019,0,4,-0.38248041597065,inc
2020,0,4,-0.36868277317195547,inc
2021,0,4,-0.35559966975531687,inc
2022,0,4,-0.3432159279601582,inc
2023,0,4,-0.3315133435976254,inc
2024,0,4,-0.32047126525860514,inc
2025,0,4,-0.3100671624847364,inc
2026,0,4,-0.30021006257017696,inc
2000,1,4,0,inc
2001,1,4,-0.6809622378478265,inc
2002,1,4,-0.6813792222392843,inc
2003,1,4,-0.6818302891619978,inc
2004,1,4,-0.6823131345678929,inc
2005,1,4,-0.6674444138507261,inc
2006,1,4,-0.6526187303475723,inc
2007,1,4,-0.6378711593315334,inc
2008,1,4,-0.6232343266019854,inc
2009,1,4,-0.6087381895978669,inc
2010,1,4,-0.5930171349746538,inc
2011,1,4,-0.5715409339518931,inc
2012,1,4,-0.5505350510015151,inc
2013,1,4,-0.5300701653904097,inc
2014,1,4,-0.5102054777800024,inc
2015,1,4,-0.49098905782495683,inc
2016,1,4,-0.47245832605972676,inc
2017,1,4,-0.4546408173637014,inc
2018,1,4,-0.43755502025635995,inc
2019,1,4,-0.4212112961350168,inc
2020,1,4,-0.40561282363247886,inc
2021,1,4,-0.39075655725309943,inc
2022,1,4,-0.3766341910736941,inc
2023,1,4,-0.3632329535432193,inc
2024,1,4,-0.35053654470478285,inc
2025,1,4,-0.3385257332370662,inc
2026,1,4,-0.32708094965066875,inc
2000,0,5,0,inc
2001,0,5,-0.5786236843483541,inc
2002,0,5,-0.5788269662745498,inc
2003,0,5,-0.5790707228761536,inc
2004,0,5,-0.5793539311022559,inc
2005,0,5,-0.5796752285745043,inc
2006,0,5,-0.5705269271113691,inc
2007,0,5,-0.5615671793757069,inc
2008,0,5,-0.552808098043102,inc
2009,0,5,-0.5442597047294255,inc
2010,0,5,-0.535930113857095,inc
2011,0,5,-0.5270341202440798,inc
2012,0,5,-0.5150710487729491,inc
2013,0,5,-0.5036104627339694,inc
2014,0,5,-0.49266303785905047,inc
2015,0,5,-0.4822335761491429,inc
2016,0,5,-0.47232174340886635,inc
2017,0,5,-0.4629228068788334,inc
2018,0,5,-0.454028233490423,inc
2019,0,5,-0.44562644981271893,inc
2020,0,5,-0.4377033671621893,inc
2021,0,5,-0.43024298959867024,inc
2022,0,5,-0.4232279044475826,inc
2023,0,5,-0.4166397090194262,inc
2024,0,5,-0.4104593807730678,inc
2025,0,5,-0.4046676246863522,inc
2026,0,5,-0.3991757645878187,inc
2000,1,5,0,inc
2001,1,5,-0.6102596831088108,inc
2002,1,5,-0.6104868970862729,inc
2003,1,5,-0.6107934207248165,inc
2004,1,5,-0.6111774823551972,inc
2005,1,5,-0.6116365467910122,inc
2006,1,5,-0.6020339607079823,inc
2007,1,5,-0.5925921816073199,inc
2008,1,5,-0.5833295520319548,inc
2009,1,5,-0.5742615363960174,inc
2010,1,5,-0.5654007299737339,inc
2011,1,5,-0.5558811759031395,inc
2012,1,5,-0.5428997094529677,inc
2013,1,5,-0.5303906222139073,inc
2014,1,5,-0.5183776597334293,inc
2015,1,5,-0.5068765097534496,inc
2016,1,5,-0.4958957697332653,inc
2017,1,5,-0.4854377487793824,inc
2018,1,5,-0.4754994215862118,inc
2019,1,5,-0.4660732905270329,inc
2020,1,5,-0.4571482815957384,inc
2021,1,5,-0.4487104938304365,inc
2022,1,5,-0.4407438894048478,inc
2023,1,5,-0.4332309079511713,inc
2024,1,5,-0.4261530105664491,inc
2025,1,5,-0.4194911027591425,inc
2026,1,5,-0.4131366111804739,inc
2000,0,6,0,inc
2001,0,6,-0.39372365517352104,inc
2002,0,6,-0.39365500765819844,inc
2003,0,6,-0.39365256622925365,inc
2004,0,6,-0.39371719439643976,inc
2005,0,6,-0.3938489942612811,inc
2006,0,6,-0.39404734527823443,inc
2007,0,6,-0.3905718970687603,inc
2008,0,6,-0.38728488186053894,inc
2009,0,6,-0.38418325757439814,inc
2010,0,6,-0.3812627707533497,inc
2011,0,6,-0.37851807697283296,inc
2012,0,6,-0.3756591233840449,inc
2013,0,6,-0.37181200406487724,inc
2014,0,6,-0.3682617458048246,inc
2015,0,6,-0.3649935573178109,inc
2016,0,6,-0.3619917470834994,inc
2017,0,6,-0.3592400114678267,inc
2018,0,6,-0.35672177500911345,inc
2019,0,6,-0.35442045971376607,inc
2020,0,6,-0.35231968914460426,inc
2021,0,6,-0.3504035385222483,inc
2022,0,6,-0.34865661679856275,inc
2023,0,6,-0.34706422845481566,inc
2024,0,6,-0.34561247100768444,inc
2025,0,6,-0.34428829935536015,inc
2026,0,6,-0.34303395771879835,inc
2000,1,6,0,inc
2001,1,6,-0.3981857901398628,inc
2002,1,6,-0.3980326624674537,inc
2003,1,6,-0.3980078877439432,inc
2004,1,6,-0.39811272825335203,inc
2005,1,6,-0.39834682830968704,inc
2006,1,6,-0.3987082917394908,inc
2007,1,6,-0.3948841903901001,inc
2008,1,6,-0.39130235811425734,inc
2009,1,6,-0.38795937536687514,inc
2010,1,6,-0.3848495381250563,inc
2011,1,6,-0.38196497696236437,inc
2012,1,6,-0.3789608405131619,inc
2013,1,6,-0.3747931783390734,inc
2014,1,6,-0.37097339497582865,inc
2015,1,6,-0.3674835721447007,inc
2016,1,6,-0.36430385260464526,inc
2017,1,6,-0.3614130776323942,inc
2018,1,6,-0.3587893938671078,inc
2019,1,6,-0.3564107340311239,inc
2020,1,6,-0.3542552740681074,inc
2021,1,6,-0.35230178076662094,inc
2022,1,6,-0.3505299198319733,inc
2023,1,6,-0.3489204544239707,inc
2024,1,6,-0.34745543606878376,inc
2025,1,6,-0.3461183323362542,inc
2026,1,6,-0.3448408346215243,inc
2000,0,7,0,inc
2001,0,7,-0.23375710906457517,inc
2002,0,7,-0.23351515399896466,inc
2003,0,7,-0.23333705124630208,inc
2004,0,7,-0.23322579589637815,inc
2005,0,7,-0.23318352937599182,inc
2006,0,7,-0.23321154021252857,inc
2007,0,7,-0.23331018621339,inc
2008,0,7,-0.2356663416695918,inc
2009,0,7,-0.2381272584697771,inc
2010,0,7,-0.24067788032642973,inc
2011,0,7,-0.2433034323202053,inc
2012,0,7,-0.2459896061180353,inc
2013,0,7,-0.24893145719927448,inc
2014,0,7,-0.25280261614480815,inc
2015,0,7,-0.2566573645091822,inc
2016,0,7,-0.26047049151347135,inc
2017,0,7,-0.26422060343041204,inc
2018,0,7,-0.2678897124907139,inc
2019,0,7,-0.27146283414550054,inc
2020,0,7,-0.2749277209262311,inc
2021,0,7,-0.2782744894945762,inc
2022,0,7,-0.28149535013451493,inc
2023,0,7,-0.284584383044176,inc
2024,0,7,-0.28753731777290004,inc
2025,0,7,-0.29035138055749443,inc
2026,0,7,-0.29298843370807465,inc
2000,1,7,0,inc
2001,1,7,-0.21322208662859604,inc
2002,1,7,-0.21278381003708485,inc
2003,1,7,-0.21247177757673688,inc
2004,1,7,-0.21229112894958752,inc
2005,1,7,-0.2122451716738615,inc
2006,1,7,-0.21233531155006852,inc
2007,1,7,-0.21256106237248557,inc
2008,1,7,-0.21481203460303222,inc
2009,1,7,-0.2172871085529682,inc
2010,1,7,-0.21996312503922072,inc
2011,1,7,-0.22281639270322576,inc
2012,1,7,-0.22582296403796892,inc
2013,1,7,-0.22916714084762188,inc
2014,1,7,-0.23353813632767914,inc
2015,1,7,-0.23799564213994262,inc
2016,1,7,-0.24249549786787503,inc
2017,1,7,-0.24699841467450334,inc
2018,1,7,-0.2514696701814553,inc
2019,1,7,-0.25587894632275654,inc
2020,1,7,-0.26020007978841153,inc
2021,1,7,-0.2644107156447174,inc
2022,1,7,-0.26849209829316295,inc
2023,1,7,-0.2724288070668972,inc
2024,1,7,-0.27620846913785857,inc
2025,1,7,-0.27982157285802495,inc
2026,1,7,-0.28322164703882885,inc
2000,0,8,0,inc
2001,0,8,-0.30778337553905205,inc
2002,0,8,-0.30727787473721646,inc
2003,0,8,-0.30685302138553616,inc
2004,0,8,-0.3065153620425037,inc
2005,0,8,-0.3062702945617933,inc
2006,0,8,-0.3061219373419582,inc
2007,0,8,-0.3060730476361941,inc
2008,0,8,-0.3061249225445853,inc
2009,0,8,-0.3062779543103228,inc
2010,0,8,-0.30652987137119003,inc
2011,0,8,-0.3068777564421446,inc
2012,0,8,-0.30731724169146246,inc
2013,0,8,-0.3078428106530579,inc
2014,0,8,-0.3084476796032609,inc
2015,0,8,-0.30912408424525795,inc
2016,0,8,-0.30986361005437707,inc
2017,0,8,-0.31065721446093003,inc
2018,0,8,-0.31149537607505345,inc
2019,0,8,-0.31236830979101543,inc
2020,0,8,-0.31326621361165463,inc
2021,0,8,-0.3141793667632924,inc
2022,0,8,-0.3150983876660814,inc
2023,0,8,-0.3160143924669907,inc
2024,0,8,-0.31691908718404216,inc
2025,0,8,-0.3178049134453718,inc
2026,0,8,-0.31863564587006954,inc
2000,1,8,0,inc
2001,1,8,-0.29530626066346816,inc
2002,1,8,-0.29443167777618107,inc
2003,1,8,-0.29371263224912303,inc
2004,1,8,-0.29316090759604685,inc
2005,1,8,-0.2927857815143446,inc
2006,1,8,-0.2925938055506143,inc
2007,1,8,-0.2925886456775786,inc
2008,1,8,-0.2927710364839805,inc
2009,1,8,-0.29314133335362874,inc
2010,1,8,-0.293691192714649,inc
2011,1,8,-0.29441262160914317,inc
2012,1,8,-0.2952949906595332,inc
2013,1,8,-0.29632535622773876,inc
2014,1,8,-0.2974887341415704,inc
2015,1,8,-0.29876825182890787,inc
2016,1,8,-0.3001457299393755,inc
2017,1,8,-0.3016022380724723,inc
2018,1,8,-0.3031183767878722,inc
2019,1,8,-0.3046747955043272,inc
2020,1,8,-0.3062523793406087,inc
2021,1,8,-0.3078328097082717,inc
2022,1,8,-0.30939889217914457,inc
2023,1,8,-0.31093487507297457,inc
2024,1,8,-0.312426651494816,inc
2025,1,8,-0.3138620473734929,inc
2026,1,8,-0.3152014892473818,inc
2000,0,9,0,inc
2001,0,9,-0.3071788043037163,inc
2002,0,9,-0.3064644205157806,inc
2003,0,9,-0.305833962606831,inc
2004,0,9,-0.3052972853583939,inc
2005,0,9,-0.30486290876258076,inc
2006,0,9,-0.3045380452414421,inc
2007,0,9,-0.3043282331820289,inc
2008,0,9,-0.3042372434650018,inc
2009,0,9,-0.30426706801832276,inc
2010,0,9,-0.304417804052953,inc
2011,0,9,-0.3046876613325535,inc
2012,0,9,-0.3050730458641647,inc
2013,0,9,-0.3055685668909848,inc
2014,0,9,-0.30616724532624445,inc
2015,0,9,-0.3068606328248577,inc
2016,0,9,-0.3076390328046281,inc
2017,0,9,-0.3084917253105408,inc
2018,0,9,-0.3094071972593544,inc
2019,0,9,-0.31037342856096767,inc
2020,0,9,-0.3113781341580543,inc
2021,0,9,-0.3124090594118789,inc
2022,0,9,-0.3134542013608072,inc
2023,0,9,-0.3145020643791966,inc
2024,0,9,-0.3155418537759466,inc
2025,0,9,-0.31656367138385355,inc
2026,0,9,-0.3175335375550715,inc
2000,1,9,0,inc
2001,1,9,-0.29528962428757616,inc
2002,1,9,-0.2940488874306432,inc
2003,1,9,-0.2929660748071812,inc
2004,1,9,-0.29205963812863045,inc
2005,1,9,-0.29134532123629553,inc
2006,1,9,-0.29083580448572954,inc
2007,1,9,-0.29054030029938294,inc
2008,1,9,-0.29046443013568835,inc
2009,1,9,-0.29061002722177176,inc
2010,1,9,-0.2909751185656316,inc
2011,1,9,-0.29155396847622933,inc
2012,1,9,-0.2923371947867007,inc
2013,1,9,-0.2933120569699437,inc
2014,1,9,-0.29446266784643993,inc
2015,1,9,-0.29577049101165837,inc
2016,1,9,-0.29721472958135076,inc
2017,1,9,-0.29877289385658,inc
2018,1,9,-0.30042136650543283,inc
2019,1,9,-0.30213595530790754,inc
2020,1,9,-0.30389252540691025,inc
2021,1,9,-0.305667571462812,inc
2022,1,9,-0.30743874778255015,inc
2023,1,9,-0.30918534231277717,inc
2024,1,9,-0.31088867904432893,inc
2025,1,9,-0.31253242133987913,inc
2026,1,9,-0.3140796068989893,inc
2000,0,10,0,inc
2001,0,10,-0.30683722335647207,inc
2002,0,10,-0.3059434633773469,inc
2003,0,10,-0.3051318387177066,inc
2004,0,10,-0.3044150615740379,inc
2005,0,10,-0.30380464363830434,inc
2006,0,10,-0.3033106651642416,inc
2007,0,10,-0.3029414623241445,inc
2008,0,10,-0.3027034702336783,inc
2009,0,10,-0.3026010332861538,inc
2010,0,10,-0.3026363582357442,inc
2011,0,10,-0.3028093226041727,inc
2012,0,10,-0.30311765419854036,inc
2013,0,10,-0.30355684788976184,inc
2014,0,10,-0.3041203571071993,inc
2015,0,10,-0.3047997194560038,inc
2016,0,10,-0.30558477429242853,inc
2017,0,10,-0.3064639210122224,inc
2018,0,10,-0.3074243894754919,inc
2019,0,10,-0.30845255713144504,inc
2020,0,10,-0.3095342600984278,inc
2021,0,10,-0.310655140708232,inc
2022,0,10,-0.31180093923260294,inc
2023,0,10,-0.31295782647546333,inc
2024,0,10,-0.3141126670730963,inc
2025,0,10,-0.31525326126978415,inc
2026,0,10,-0.31634661266379765,inc
2000,1,10,0,inc
2001,1,10,-0.29602558408258733,inc
2002,1,10,-0.2944719404464351,inc
2003,1,10,-0.29306502980208793,inc
2004,1,10,-0.2918294600505603,inc
2005,1,10,-0.29078727501205487,inc
2006,1,10,-0.2899574062691227,inc
2007,1,10,-0.28935520043642593,inc
2008,1,10,-0.28899197724936304,inc
2009,1,10,-0.2888747930221821,inc
2010,1,10,-0.2890062214854504,inc
2011,1,10,-0.28938433548403003,inc
2012,1,10,-0.2900026998713934,inc
2013,1,10,-0.2908505726071766,inc
2014,1,10,-0.2919131850358626,inc
2015,1,10,-0.2931720598294048,inc
2016,1,10,-0.29460555197984317,inc
2017,1,10,-0.2961893906195328,inc
2018,1,10,-0.297897327989189,inc
2019,1,10,-0.299701833391162,inc
2020,1,10,-0.3015748397761128,inc
2021,1,10,-0.30348845806452107,inc
2022,1,10,-0.3054156990248781,inc
2023,1,10,-0.30733114089991614,inc
2024,1,10,-0.309211428717578,inc
2025,1,10,-0.31103580668288344,inc
2026,1,10,-0.31276760830162476,inc
2000,0,11,0,inc
2001,0,11,-0.30671745723070515,inc
2002,0,11,-0.3056761042739117,inc
2003,0,11,-0.3047115128273105,inc
2004,0,11,-0.30383872414404905,inc
2005,0,11,-0.3030717264594295,inc
2006,0,11,-0.30242317991016643,inc
2007,0,11,-0.3019039689103695,inc
2008,0,11,-0.301523042447059,inc
2009,0,11,-0.3012871637765191,inc
2010,0,11,-0.30120069903328395,inc
2011,0,11,-0.3012655542382296,inc
2012,0,11,-0.30148108904839,inc
2013,0,11,-0.3018441867564383,inc
2014,0,11,-0.30234928328434196,inc
2015,0,11,-0.3029884884324303,inc
2016,0,11,-0.30375185423908796,inc
2017,0,11,-0.30462761072363453,inc
2018,0,11,-0.30560238862743283,inc
2019,0,11,-0.306661629993221,inc
2020,0,11,-0.30778997681219833,inc
2021,0,11,-0.3089714760284828,inc
2022,0,11,-0.310190150775174,inc
2023,0,11,-0.31143024660835605,inc
2024,0,11,-0.31267661871928737,inc
2025,0,11,-0.3139150071085589,inc
2026,0,11,-0.3151126760398743,inc
2000,1,11,0,inc
