age,prob_death,se,sex,year,province
109,0.4024626449402509,0.20818391912347542,M,2052,CA
110,0.9999999998385244,0,M,2052,CA
0,0.0028542905692301676,1.8947110844996833e-4,M,2053,CA
1,1.5253591679529368e-4,4.2710056702682225e-5,M,2053,CA
2,1.098228622834747e-4,3.660762076115823e-5,M,2053,CA
3,8.541644947356855e-5,3.0505874811988773e-5,M,2053,CA
4,6.71121395009939e-5,3.050551795499723e-5,M,2053,CA
5,5.490950409895412e-5,2.440422404397961e-5,M,2053,CA
6,4.880825777016736e-5,2.440412888508368e-5,M,2053,CA
7,4.880825777016736e-5,2.440412888508368e-5,M,2053,CA
8,4.880825777016736e-5,2.440412888508368e-5,M,2053,CA
9,4.880825777016736e-5,2.440412888508368e-5,M,2053,CA
10,4.880825777016736e-5,2.440412888508368e-5,M,2053,CA
11,5.490950409895412e-5,2.440422404397961e-5,M,2053,CA
12,6.71121395009939e-5,2.4404414363997787e-5,M,2053,CA
13,8.541644947356855e-5,3.0505874811988773e-5,M,2053,CA
14,1.098228622834747e-4,3.660762076115823e-5,M,2053,CA
15,1.4643390909885778e-4,4.270989015383351e-5,M,2053,CA
16,2.0135369166110695e-4,4.8813016160268356e-5,M,2053,CA
17,2.562773293911568e-4,5.491657058381931e-5,M,2053,CA
18,3.112048226949495e-4,6.102055346959793e-5,M,2053,CA
19,3.6613617197848433e-4,6.102269532974739e-5,M,2053,CA
20,4.210713776478175e-4,6.102483734026341e-5,M,2053,CA
21,4.7601044010906233e-4,6.712967745127802e-5,M,2053,CA
22,5.24848400425805e-4,6.713177214748669e-5,M,2053,CA
23,5.736894086905332e-4,7.323694579028084e-5,M,2053,CA
24,6.103221652765932e-4,7.323865983319118e-5,M,2053,CA
25,6.408507723062554e-4,7.324008826357205e-5,M,2053,CA
26,6.713805702053409e-4,7.9344976478813e-5,M,2053,CA
27,7.01911559043532e-4,7.934652406579057e-5,M,2053,CA
28,7.324437388905158e-4,7.93480717131392e-5,M,2053,CA
29,7.568703403412675e-4,7.934930987448771e-5,M,2053,CA
30,7.812977041179353e-4,7.93505480744778e-5,M,2053,CA
31,8.05725830256207e-4,8.545576987565832e-5,M,2053,CA
32,8.240474251811825e-4,8.545677001878928e-5,M,2053,CA
33,8.423694489696931e-4,8.545777018533117e-5,M,2053,CA
34,8.606919016367966e-4,8.545877037528476e-5,M,2053,CA
35,8.729071083548539e-4,8.545943718159408e-5,M,2053,CA
36,8.912302758530773e-4,8.546043741056905e-5,M,2053,CA
37,9.156618330602583e-4,9.156618330602582e-5,M,2053,CA
38,9.462023519205e-4,9.156796954069354e-5,M,2053,CA
39,9.889610801721604e-4,9.767516841206522e-5,M,2053,CA
40,0.0010439400199437475,9.767859835730973e-5,M,2053,CA
41,0.0011050322596194671,1.0378756029575107e-4,M,2053,CA
42,0.0011722392299970542,1.0379201515598919e-4,M,2053,CA
43,0.0012455625052764337,1.0990257399497944e-4,M,2053,CA
44,0.0013250038031519338,1.160141578796624e-4,M,2053,CA
45,0.0014105649849129195,1.1602049659456914e-4,M,2053,CA
46,0.0015083606419490376,1.2213446493514475e-4,M,2053,CA
47,0.0016183953567189572,1.2825019807961548e-4,M,2053,CA
48,0.0017345598862772722,1.2825970990078421e-4,M,2053,CA
49,0.0018690877122612914,1.3437885512989676e-4,M,2053,CA
50,0.0020097551485941246,1.404996000536926e-4,M,2053,CA
51,0.0021749187253077124,1.466237342904076e-4,M,2053,CA
52,0.0023462362583982327,1.5274975640613495e-4,M,2053,CA
53,0.00253595294651593,1.5887897978172092e-4,M,2053,CA
54,0.00274408214258922,1.5890007952632453e-4,M,2053,CA
55,0.0029767625548641446,1.5892366822683316e-4,M,2053,CA
56,0.003227889964689309,1.6506255501252148e-4,M,2053,CA
57,0.0035036102421360567,1.7120608513055774e-4,M,2053,CA
58,0.0038039492963141703,1.8347022329489568e-4,M,2053,CA
59,0.004135068472390514,1.896259210711626e-4,M,2053,CA
60,0.004503142676260278,1.957888120113164e-4,M,2053,CA
61,0.004908223840383119,2.080793149289602e-4,M,2053,CA
62,0.005356511821991609,2.2038220067622618e-4,M,2053,CA
63,0.0058480804980173004,2.3269849102058372e-4,M,2053,CA
64,0.006389161694919556,2.5115592472838136e-4,M,2053,CA
65,0.00698601288585183,2.6350750358914793e-4,M,2053,CA
66,0.007651082011220395,2.820110356699825e-4,M,2053,CA
67,0.008384541748916494,3.066767281973846e-4,M,2053,CA
68,0.009198928268615618,3.252456292439144e-4,M,2053,CA
69,0.010106851702021077,3.4999425699586964e-4,M,2053,CA
70,0.01110863446765386,3.686493739265661e-4,M,2053,CA
71,0.01222941890581089,3.935056862603806e-4,M,2053,CA
72,0.013469710381951104,4.184286459445752e-4,M,2053,CA
73,0.014854937951892588,4.4343098363858473e-4,M,2053,CA
74,0.016398318917748456,5.116768684861361e-4,M,2053,CA
75,0.018119502612274505,5.616058370970639e-4,M,2053,CA
76,0.020044673603978297,6.055419276171002e-4,M,2053,CA
77,0.022194133295884596,6.558623165218197e-4,M,2053,CA
78,0.024607454138471978,7.31221251155803e-4,M,2053,CA
79,0.02731228198786033,8.007464491895414e-4,M,2053,CA
80,0.030349597366677167,8.893427097202529e-4,M,2053,CA
81,0.033767726247955,9.722711876487598e-4,M,2053,CA
82,0.03760988250240583,0.0010745680714973095,M,2053,CA
83,0.04193997387807512,0.0011902307747325277,M,2053,CA
84,0.04683696020366418,0.0013006775908449804,M,2053,CA
85,0.052369657968111355,0.0014564641211935617,M,2053,CA
86,0.05863624624731353,0.001626674793346241,M,2053,CA
87,0.06575275001416443,0.0017990939044772827,M,2053,CA
88,0.07384129735051566,0.0020252371742614174,M,2053,CA
89,0.08305852454864393,0.002306467381881433,M,2053,CA
90,0.09358519885232974,0.0026703528482805157,M,2053,CA
91,0.10530292110943476,0.0031580458037395415,M,2053,CA
92,0.11796316492266987,0.003674047405822866,M,2053,CA
93,0.13156218001993636,0.004398192726385364,M,2053,CA
94,0.1460680784666546,0.0052095702476234,M,2053,CA
95,0.16020121395031667,0.006355589722210296,M,2053,CA
96,0.1757012723079703,0.0077631027159090855,M,2053,CA
97,0.19195906003248703,0.009787679183130806,M,2053,CA
98,0.20887612078911913,0.012274627194195876,M,2053,CA
99,0.22634598284951982,0.014686091630647297,M,2053,CA
100,0.24422866638905208,0.019156295893743767,M,2053,CA
101,0.26238055086210804,0.025788536670761888,M,2053,CA
102,0.28063733963386955,0.03557253120576995,M,2053,CA
103,0.29884719531967585,0.04433044174780185,M,2053,CA
104,0.3168376131280254,0.07136696074162803,M,2053,CA
105,0.33447745632798864,0.117436250080931,M,2053,CA
106,0.3516089412193281,0.12161882647428714,M,2053,CA
107,0.3681209397034012,0.1901987077248232,M,2053,CA
108,0.38389755386762875,0.3568040873324015,M,2053,CA
109,0.39886680092416543,0.2063238784234584,M,2053,CA
110,0.9999999998360882,0,M,2053,CA
0,0.0028119867297465464,1.866629306684003e-4,M,2054,CA
1,1.5026912618858285e-4,4.207535533280319e-5,M,2054,CA
2,1.081907489120741e-4,3.6063582970691364e-5,M,2054,CA
3,8.414701723780406e-5,3.0052506156358596e-5,M,2054,CA
4,6.611472213938454e-5,3.0052146426992974e-5,M,2054,CA
5,5.409343190196049e-5,2.4041525289760215e-5,M,2054,CA
6,4.808285872998272e-5,2.404142936499136e-5,M,2054,CA
7,4.808285872998272e-5,2.404142936499136e-5,M,2054,CA
8,4.808285872998272e-5,2.404142936499136e-5,M,2054,CA
9,4.808285872998272e-5,2.404142936499136e-5,M,2054,CA
10,4.808285872998272e-5,2.404142936499136e-5,M,2054,CA
11,5.409343190196049e-5,2.4041525289760215e-5,M,2054,CA
12,6.611472213938454e-5,2.4041717141594378e-5,M,2054,CA
13,8.414701723780406e-5,3.0052506156358596e-5,M,2054,CA
14,1.081907489120741e-4,3.6063582970691364e-5,M,2054,CA
15,1.4425778551893387e-4,4.207518744302237e-5,M,2054,CA
16,1.983615786394889e-4,4.808765542775489e-5,M,2054,CA
17,2.524692579845185e-4,5.410055528239683e-5,M,2054,CA
18,3.065808239727535e-4,6.0113887053481076e-5,M,2054,CA
19,3.606962770229847e-4,6.0116046170497464e-5,M,2054,CA
20,4.1481561755406335e-4,6.011820544261788e-5,M,2054,CA
21,4.6893884598490107e-4,6.613240135684503e-5,M,2054,CA
22,5.170516466224153e-4,6.613451294007637e-5,M,2054,CA
23,5.651675198060622e-4,7.214904508162497e-5,M,2054,CA
24,6.012564412292558e-4,7.21507729475107e-5,M,2054,CA
25,6.313318628659821e-4,7.215221289896938e-5,M,2054,CA
26,6.61408484989129e-4,7.816645731689706e-5,M,2054,CA
27,6.914863076705755e-4,7.816801738884766e-5,M,2054,CA
28,7.215653309822062e-4,7.816957752307234e-5,M,2054,CA
29,7.456294141335542e-4,7.817082567529196e-5,M,2054,CA
30,7.696942657710408e-4,7.817207386737132e-5,M,2054,CA
31,7.937598859314788e-4,8.418665456849017e-5,M,2054,CA
32,8.118096054171409e-4,8.418766278399979e-5,M,2054,CA
33,8.29859757233204e-4,8.418867102365838e-5,M,2054,CA
34,8.479103413952016e-4,8.418967928746683e-5,M,2054,CA
35,8.599443043697234e-4,8.419035147675613e-5,M,2054,CA
36,8.779956091427981e-4,8.419135978081626e-5,M,2054,CA
37,9.020646881121419e-4,9.020646881121417e-5,M,2054,CA
38,9.32152117848322e-4,9.020826946919244e-5,M,2054,CA
39,9.742765375202778e-4,9.62248432118793e-5,M,2054,CA
40,0.0010284399654593693,9.622830086169538e-5,M,2054,CA
41,0.0010886261175322037,1.0224665192291417e-4,M,2054,CA
42,0.0011548364361322575,1.0225114278254364e-4,M,2054,CA
43,0.0012270725082249507,1.0827110366690742e-4,M,2054,CA
44,0.0013053360654427686,1.1429209789591061e-4,M,2054,CA
45,0.0013896289841890802,1.1429848787702392e-4,M,2054,CA
46,0.0014859752906382468,1.2032188588163942e-4,M,2054,CA
47,0.0015943796044786591,1.2634706299642206e-4,M,2054,CA
48,0.0017088232914857066,1.263566518352107e-4,M,2054,CA
49,0.0018413587378575992,1.3238526873486008e-4,M,2054,CA
50,0.001979943432776744,1.3841549834001557e-4,M,2054,CA
51,0.0021426623145190237,1.4444914479903534e-4,M,2054,CA
52,0.0023114449079966073,0.00015048469453102912,M,2054,CA
53,0.002498355412135991,1.5652347160370064e-4,M,2054,CA
54,0.002703407289176509,1.5654474280309404e-4,M,2054,CA
55,0.0029326488794698515,1.5656852333925284e-4,M,2054,CA
56,0.0031800666153155807,1.6261704282863765e-4,M,2054,CA
57,0.0034517160582411485,1.6867024368368613e-4,M,2054,CA
58,0.0037476233309781995,1.8075353686390028e-4,M,2054,CA
59,0.00407385959834466,1.8681900524953322e-4,M,2054,CA
60,0.004436509698411922,1.9289172601790968e-4,M,2054,CA
61,0.004835625994514405,2.050016007649499e-4,M,2054,CA
62,0.005277318485220572,2.1712396053478924e-4,M,2054,CA
63,0.005761661664213268,2.292598358535123e-4,M,2054,CA
64,0.006294797770017928,2.474465086967738e-4,M,2054,CA
65,0.006882894905585789,2.5961796573700785e-4,M,2054,CA
66,0.007538221711065139,2.7785112076041384e-4,M,2054,CA
67,0.008260952327765298,3.021562665605449e-4,M,2054,CA
68,0.00906344438542275,3.204553385106109e-4,M,2054,CA
69,0.009958130115854145,3.4484411701317516e-4,M,2054,CA
70,0.01094533471539826,3.632301343605617e-4,M,2054,CA
71,0.012049844098433654,3.877275124684534e-4,M,2054,CA
72,0.013272168043873517,4.122921091746913e-4,M,2054,CA
73,0.014637381745061406,4.3693676850929577e-4,M,2054,CA
74,0.016158530055758052,5.041947348225258e-4,M,2054,CA
75,0.017855002150464077,5.534077642003512e-4,M,2054,CA
76,0.019752635698026398,5.967195741080725e-4,M,2054,CA
77,0.021871478097437575,6.463274821099478e-4,M,2054,CA
78,0.02425058455188544,7.206167154677617e-4,M,2054,CA
79,0.026917268152533386,7.891653617447289e-4,M,2054,CA
80,0.029912006128974197,8.765198517301866e-4,M,2054,CA
81,0.033282542848343345,9.583013444705725e-4,M,2054,CA
82,0.037071612074775384,0.0010591889164221538,M,2054,CA
83,0.04134239363345692,0.0011732718133467984,M,2054,CA
84,0.046172968151724086,0.0012822383159923378,M,2054,CA
85,0.05163147941863787,0.0014359344745612024,M,2054,CA
86,0.057815125848258916,0.0016038954385797215,M,2054,CA
87,0.06483883684088847,0.0017740878687007096,M,2054,CA
88,0.07282372292560325,0.001997328271968873,M,2054,CA
89,0.08192516724452394,0.002274994975308175,M,2054,CA
90,0.09232266447450638,0.002634327789689867,M,2054,CA
91,0.10390042636338384,0.003115984837140809,M,2054,CA
92,0.11641399234976244,0.0036257973145643473,M,2054,CA
93,0.12986070963588148,0.0043413116784567244,M,2054,CA
94,0.14421015852278712,0.005143306868494691,M,2054,CA
95,0.15819683001577894,0.006276070712212893,M,2054,CA
96,0.17354303246682062,0.007667744057702874,M,2054,CA
97,0.18964706243178217,0.009669794198780302,M,2054,CA
98,0.2064124185970658,0.012129847475907691,M,2054,CA
99,0.2237344972747113,0.014516649628801613,M,2054,CA
100,0.24147525601632364,0.01894032966587735,M,2054,CA
101,0.2594927615732542,0.025504705191148225,M,2054,CA
102,0.27762424222927506,0.03519060233774833,M,2054,CA
103,0.295718957687252,0.04386640474725679,M,2054,CA
104,0.3136052866754907,0.07063888646798125,M,2054,CA
105,0.3311524032964286,0.1162688118815573,M,2054,CA
106,0.34820268721910835,0.12044062943315541,M,2054,CA
107,0.3646446837651352,0.188402614876338,M,2054,CA
108,0.3803619960416887,0.35351805054840457,M,2054,CA
109,0.3952818314617769,0.20446946285967652,M,2054,CA
110,0.9999999998336152,0,M,2054,CA
0,0.0027703081394503362,1.8389625765087887e-4,M,2055,CA
1,1.4803601669112964e-4,4.14500846735163e-5,M,2055,CA
2,1.0658288832425312e-4,3.55276294414177e-5,M,2055,CA
3,8.289644933807264e-5,2.9605874763597376e-5,M,2055,CA
4,6.51321273806627e-5,2.9605512445755773e-5,M,2055,CA
5,5.3289487629818514e-5,2.3684216724363786e-5,M,2055,CA
6,4.736824021885149e-5,2.3684120109425744e-5,M,2055,CA
7,4.736824021885149e-5,2.3684120109425744e-5,M,2055,CA
8,4.736824021885149e-5,2.3684120109425744e-5,M,2055,CA
9,4.736824021885149e-5,2.3684120109425744e-5,M,2055,CA
10,4.736824021885149e-5,2.3684120109425744e-5,M,2055,CA
11,5.3289487629818514e-5,2.3684216724363786e-5,M,2055,CA
12,6.51321273806627e-5,2.368440995660462e-5,M,2055,CA
13,8.289644933807264e-5,2.9605874763597376e-5,M,2055,CA
14,1.0658288832425312e-4,3.55276294414177e-5,M,2055,CA
15,1.4211399625817746e-4,4.144991557530176e-5,M,2055,CA
16,1.9541391968483075e-4,4.7373071438746854e-5,M,2055,CA
17,2.487177573256335e-4,5.3296662284064313e-5,M,2055,CA
18,3.0202550961177675e-4,5.922068815917191e-5,M,2055,CA
19,3.5533717697451507e-4,5.922286282908586e-5,M,2055,CA
20,4.086527598451661e-4,5.9225037658719726e-5,M,2055,CA
21,4.619722586551113e-4,6.514993391290031e-5,M,2055,CA
22,5.093706565123892e-4,6.515206071670096e-5,M,2055,CA
23,5.567721490891119e-4,7.107729562839727e-5,M,2055,CA
24,5.923252996136207e-4,7.107903595363448e-5,M,2055,CA
25,6.219542550354714e-4,7.108048628976817e-5,M,2055,CA
26,6.515844196133253e-4,7.700543140884751e-5,M,2055,CA
27,6.812157934212016e-4,7.70070027345706e-5,M,2055,CA
28,7.10848376533126e-4,7.700857412442199e-5,M,2055,CA
29,7.345553137713302e-4,7.700983128247816e-5,M,2055,CA
30,7.582630250494128e-4,7.701108848158097e-5,M,2055,CA
31,7.819715104052833e-4,8.293637231571186e-5,M,2055,CA
32,7.997533824335413e-4,8.293738780792279e-5,M,2055,CA
33,8.175356899178757e-4,8.293840332500188e-5,M,2055,CA
34,8.353184328742825e-4,8.293941886695002e-5,M,2055,CA
35,8.471738367820489e-4,8.294009590873205e-5,M,2055,CA
36,8.649573055607913e-4,8.294111149213066e-5,M,2055,CA
37,8.886692747359068e-4,8.886692747359067e-5,M,2055,CA
38,9.183103250494049e-4,8.886874113381337e-5,M,2055,CA
39,9.598098281309713e-4,9.479603240799718e-5,M,2055,CA
40,0.0010131698169219775,9.479951503363533e-5,M,2055,CA
41,0.0010724632918827023,1.0072859647517093e-4,M,2055,CA
42,0.001137691705864052,1.0073311979004629e-4,M,2055,CA
43,0.001208856657344536,1.066638227068708e-4,M,2055,CA
44,0.0012859598905282273,1.1259556645178027e-4,M,2055,CA
45,0.0013690032954516824,1.12602002656199e-4,M,2055,CA
46,0.001463921669852825,1.1853616759941903e-4,M,2055,CA
47,0.0015707196670040238,1.2447212455503584e-4,M,2055,CA
48,0.0016834679203674317,1.2448178284407067e-4,M,2055,CA
49,0.001814040390839719,1.3042120457017588e-4,M,2055,CA
50,0.0019505730649317207,1.3636225073990752e-4,M,2055,CA
51,0.0021108832893513107,1.4230673860795356e-4,M,2055,CA
52,0.0022771682863248653,1.4825314364094174e-4,M,2055,CA
53,0.00246131391587061,1.5420279954852012e-4,M,2055,CA
54,0.0026633337389151105,1.5422422541601976e-4,M,2055,CA
55,0.0028891870455070626,1.5424817902091092e-4,M,2055,CA
56,0.003132949573865305,1.6020764866356673e-4,M,2055,CA
57,0.0034005878888666258,1.6617183401093457e-4,M,2055,CA
58,0.003692128306250797,1.780769279542185e-4,M,2055,CA
59,0.004013553110067754,1.840534710238171e-4,M,2055,CA
60,0.0043708583593568915,1.9003731997203877e-4,M,2055,CA
61,0.004764096807008977,2.019691913195826e-4,M,2055,CA
62,0.005199289861868539,2.1391364003116276e-4,M,2055,CA
63,0.005676512575592232,2.258717045785391e-4,M,2055,CA
64,0.006201818842277256,2.4379153646535715e-4,M,2055,CA
65,0.0067812886177744955,2.5578544786342394e-4,M,2055,CA
66,0.007427013741489274,2.737521090613034e-4,M,2055,CA
67,0.008139169680771146,2.9770189029887145e-4,M,2055,CA
68,0.008929937954746293,3.157349643772872e-4,M,2055,CA
69,0.009811575265839827,3.3976900981340835e-4,M,2055,CA
70,0.010784409331730102,3.578896902122821e-4,M,2055,CA
71,0.011872874443892149,3.8203316460990323e-4,M,2055,CA
72,0.013077484392741869,4.062443758366593e-4,M,2055,CA
73,0.014422965084190114,4.305362711698542e-4,M,2055,CA
74,0.015922190811398396,4.968202396037845e-4,M,2055,CA
75,0.017594293562818997,5.453272187385997e-4,M,2055,CA
76,0.019464768082344864,5.880232034740434e-4,M,2055,CA
77,0.02155341021932722,6.369282083213508e-4,M,2055,CA
78,0.02389876365772287,7.101622038809616e-4,M,2055,CA
79,0.0265278115390624,7.777472019406931e-4,M,2055,CA
80,0.02948053241196932,8.63876257154019e-4,M,2055,CA
81,0.03280409401167596,9.445254089740586e-4,M,2055,CA
82,0.036540752842181695,0.0010440215097766198,M,2055,CA
83,0.04075296580467348,0.001156544212529942,M,2055,CA
84,0.04551793977133433,0.0012640479652087746,M,2055,CA
85,0.05090314697472243,0.0014156786601445801,M,2055,CA
86,0.05700480780864386,0.0015814157606672571,M,2055,CA
87,0.06393675703491206,0.0017494056116097955,M,2055,CA
88,0.07181908385064349,0.001969774146102612,M,2055,CA
89,0.08080591206547239,0.0022439141732290054,M,2055,CA
90,0.09107545122223575,0.002598739902914423,M,2055,CA
91,0.10251447069746734,0.0030744198793143493,M,2055,CA
92,0.11488251472098959,0.0035780983450363836,M,2055,CA
93,0.12817799624317142,0.004285057686593052,M,2055,CA
94,0.14237193044845045,0.005077745806933957,M,2055,CA
95,0.15621285941301616,0.006197361551020162,M,2055,CA
96,0.17140579081490304,0.0075733131736539895,M,2055,CA
97,0.18735645448058588,0.009552999837749133,M,2055,CA
98,0.2039702836592504,0.01198633515958184,M,2055,CA
99,0.22114452937901197,0.01434860376663156,M,2055,CA
100,0.23874308146725065,0.018726029089007213,M,2055,CA
101,0.2566256978522238,0.02522291076063778,M,2055,CA
102,0.2746311448664701,0.0348112085996264,M,2055,CA
103,0.2926097999239476,0.043405198019305216,M,2055,CA
104,0.3103909535873906,0.06991486515926035,M,2055,CA
105,0.32784412172365074,0.1151072622022931,M,2055,CA
106,0.3448118832411207,0.11926777643579671,M,2055,CA
107,0.3611824909491723,0.18661378808473827,M,2055,CA
108,0.3768390833607534,0.35024376648170724,M,2055,CA
109,0.3917080873799505,0.20262085390614393,M,2055,CA
110,0.999999999831105,0,M,2055,CA
0,0.0027292456084390725,1.8117047936105194e-4,M,2056,CA
1,1.4583608799929225e-4,4.0834104639801824e-5,M,2056,CA
2,1.0499892020618244e-4,3.499964006872748e-5,M,2056,CA
3,8.166446548796921e-5,2.9165880531417578e-5,M,2056,CA
4,6.416413497485928e-5,2.916551589766331e-5,M,2056,CA
5,5.249749106440611e-5,2.333221825084716e-5,M,2056,CA
6,4.6664242036842045e-5,2.3332121018421022e-5,M,2056,CA
7,4.6664242036842045e-5,2.3332121018421022e-5,M,2056,CA
8,4.6664242036842045e-5,2.3332121018421022e-5,M,2056,CA
9,4.6664242036842045e-5,2.3332121018421022e-5,M,2056,CA
10,4.6664242036842045e-5,2.3332121018421022e-5,M,2056,CA
11,5.249749106440611e-5,2.333221825084716e-5,M,2056,CA
12,6.416413497485928e-5,2.3332412718130647e-5,M,2056,CA
13,8.166446548796921e-5,2.9165880531417578e-5,M,2056,CA
14,1.0499892020618244e-4,3.499964006872748e-5,M,2056,CA
15,1.4000206100695797e-4,4.0833934460362734e-5,M,2056,CA
16,1.9251005459579854e-4,4.666910414443601e-5,M,2056,CA
17,2.4502198744385433e-4,5.2504711595111636e-5,M,2056,CA
18,2.975378599944391e-4,5.834075686165472e-5,M,2056,CA
19,3.5005767269093326e-4,5.8342945448488885e-5,M,2056,CA
20,4.025814259767835e-4,5.834513419953385e-5,M,2056,CA
21,4.5510912029550347e-4,6.4182055426288955e-05,M,2056,CA
22,5.018037130143815e-4,6.418419585067671e-5,M,2056,CA
23,5.485014202978402e-4,7.002145791036258e-5,M,2056,CA
24,5.835267448809014e-4,7.002320938570817e-5,M,2056,CA
25,6.12715853885013e-4,7.002466901543007e-5,M,2056,CA
26,6.41906179805046e-4,7.586163943150542e-5,M,2056,CA
27,6.710977227171033e-4,7.586322082888994e-5,M,2056,CA
28,7.002904826972935e-4,7.58648022922068e-5,M,2056,CA
29,7.236455670216511e-4,7.586606751033438e-5,M,2056,CA
30,7.470014303573017e-4,7.586733277066344e-5,M,2056,CA
31,7.703580727432223e-4,8.17046440788266e-5,M,2056,CA
32,7.878760658078507e-4,8.170566608377709e-5,M,2056,CA
33,8.053944971266267e-4,8.170668811429546e-5,M,2056,CA
34,8.22913366715997e-4,8.170771017038266e-5,M,2056,CA
35,8.345928566006956e-4,8.170839155531286e-5,M,2056,CA
36,8.521124566776053e-4,8.170941365401694e-5,M,2056,CA
37,8.754726052721456e-4,8.754726052721456e-5,M,2056,CA
38,9.046738868608579e-4,8.754908582524432e-5,M,2056,CA
39,9.455577267998708e-4,9.338841746171565e-5,M,2056,CA
40,9.981261711111127e-4,9.339192244314506e-5,M,2056,CA
41,0.0010565401817982244,9.923305574900451e-5,M,2056,CA
42,0.0011208012210764885,9.923760811614743e-5,M,2056,CA
43,0.0011909108977348787,1.0508037332954812e-4,M,2056,CA
44,0.0012668709672367844,0.00011092418607142353,M,2056,CA
45,0.0013486833318299425,1.1093066365700827e-4,M,2056,CA
46,0.0014421948779991436,1.1677691319831124e-4,M,2056,CA
47,0.0015474102890997295,1.226249663060163e-4,M,2056,CA
48,0.001658488145010955,1.2263468677897906e-4,M,2056,CA
49,0.0017871266124100484,1.2848622703601656e-4,M,2056,CA
50,0.00192163753656971,1.3433940225259373e-4,M,2056,CA
51,0.002079574614433543,1.4019604142248606e-4,M,2056,CA
52,0.002243398812776383,1.4605461020679575e-4,M,2056,CA
53,0.002424820274837084,1.5191645095364862e-4,M,2056,CA
54,0.0026238526500255988,1.519380153689656e-4,M,2056,CA
55,0.002846367476841959,1.519621240203099e-4,M,2056,CA
56,0.003086528474312359,1.5783384243642747e-4,M,2056,CA
57,0.003350214503942614,1.6371030734798112e-4,M,2056,CA
58,0.0036374520546779442,1.7543980971115487e-4,M,2056,CA
59,0.003954135811250719,1.8132871323782882e-4,M,2056,CA
60,0.0043061743247524344,1.872249706414102e-4,M,2056,CA
61,0.0046936206979311555,1.9898142609683204e-4,M,2056,CA
62,0.005122409001912949,2.107505417929899e-4,M,2056,CA
63,0.005592614789845459,2.2253336336557848e-4,M,2056,CA
64,0.006110204838952605,2.40190218980879e-4,M,2056,CA
65,0.006681172165924074,2.520091255567852e-4,M,2056,CA
66,0.007317434276531696,2.697131223721619e-4,M,2056,CA
67,0.008019167832099425,2.933126493086842e-4,M,2056,CA
68,0.00879838064075067,3.1108350497650796e-4,M,2056,CA
69,0.009667156218536935,3.3476786418991817e-4,M,2056,CA
70,0.010625824557808972,3.526269211662269e-4,M,2056,CA
71,0.011698473072720374,3.7642145633690494e-4,M,2056,CA
72,0.012885619178475157,4.002841955853407e-4,M,2056,CA
73,0.01421164401966359,4.2422817969145043e-4,M,2056,CA
74,0.015689253207075808,4.895518857846963e-4,M,2056,CA
75,0.0173373244955739,5.373625780303899e-4,M,2056,CA
76,0.019181013651782076,5.794510905902108e-4,M,2056,CA
77,0.021239867428613498,6.276626561006498e-4,M,2056,CA
78,0.023551923685984962,6.998557025802634e-4,M,2056,CA
79,0.026143838444862677,7.664898089516557e-4,M,2056,CA
80,0.029055096190568376,8.514095809941143e-4,M,2056,CA
81,0.03233229301991893,9.309408842944544e-4,M,2056,CA
82,0.03601721108727191,0.0010290631739220547,M,2056,CA
83,0.04017158943666825,0.0011400451072392783,M,2056,CA
84,0.04487176673264745,0.0012461035301392569,M,2056,CA
85,0.05018454498059538,0.001395693461415547,M,2056,CA
86,0.056205169423095384,0.001559232355541398,M,2056,CA
87,0.06304638143316528,0.0017250435991091342,M,2056,CA
88,0.07082724553565277,0.0019425711052778966,M,2056,CA
89,0.07970062059310618,0.00221322113187849,M,2056,CA
90,0.08984341919190786,0.002563585195955364,M,2056,CA
91,0.10114491592224989,0.0030333467859442985,M,2056,CA
92,0.11336859936147899,0.0035309463649848853,M,2056,CA
93,0.12651391693028424,0.004229426641797658,M,2056,CA
94,0.14055328565761718,0.005012883190181706,M,2056,CA
95,0.15424921092592894,0.006119458619857383,M,2056,CA
96,0.16928947852073709,0.0074798070225445415,M,2056,CA
97,0.18508719397091805,0.009437293947921283,M,2056,CA
98,0.20154970422240087,0.011844089554536056,M,2056,CA
99,0.21857610109718734,0.014181955467338794,M,2056,CA
100,0.23603220078786166,0.018513398716025996,M,2056,CA
101,0.253779455355926,0.02494316278103913,M,2056,CA
102,0.27165818129826774,0.03443436694540651,M,2056,CA
103,0.2895198933879737,0.042946846982908106,M,2056,CA
104,0.30719482139065674,0.0691949435604406,M,2056,CA
105,0.32455285312501636,0.11395168584005923,M,2056,CA
106,0.341436801963642,0.11810036179952826,M,2056,CA
107,0.35773466187934616,0.1848323826746973,M,2056,CA
108,0.37332914093836034,0.3469815373010465,M,2056,CA
109,0.38814591480304034,0.2007782306043828,M,2056,CA
110,0.9999999998285568,0,M,2056,CA
0,0.0026887900803749076,1.784849946287412e-4,M,2057,CA
1,1.4366884723666449e-4,4.022727722626605e-5,M,2057,CA
2,1.034384895948197e-4,3.447949653160656e-5,M,2057,CA
3,8.04507895642242e-5,2.873242484436579e-5,M,2057,CA
4,6.32105279438726e-5,2.873205815630573e-5,M,2057,CA
5,5.171726466503764e-5,2.298545096223895e-5,M,2057,CA
6,4.597070636416804e-5,2.298535318208402e-5,M,2057,CA
7,4.597070636416804e-5,2.298535318208402e-5,M,2057,CA
8,4.597070636416804e-5,2.298535318208402e-5,M,2057,CA
