fam_history,abx_exposure,year,sex,age,prob,OR,calibrated_prev,prev,calibrated_inc,province
0,0,2029,0,4,0.6194584247060725,1,0.01946858004161398,0.02751251160319689,0.00787674951137088,CA
1,0,2029,0,4,0.25637873062438343,1.646815108019112,0.03166244019576497,0.02751251160319689,0.02298794281576618,CA
0,1,2029,0,4,0.08211727955678437,2.658443714934177,0.05013731352342814,0.02751251160319689,0.01358981692306131,CA
1,1,2029,0,4,0.03398633880084128,4.377965273572056,0.07997338282060872,0.02751251160319689,0.03922791390531456,CA
0,2,2029,0,4,0.00545034008377157,2.803560980764719,0.05272985984539573,0.02751251160319689,0.01430528204864994,CA
1,2,2029,0,4,0.00225576280250217,4.616946579376218,0.08397233008108178,0.02751251160319689,0.04123672472047451,CA
0,3,2029,0,4,2.4975565337157917e-4,2.961936748760126,0.0555431689779055,0.02751251160319689,0.0150809382709963,CA
1,3,2029,0,4,1.0336777227309744e-4,4.877762186855184,0.08829715213071966,0.02751251160319689,0.04340834088901253,CA
0,0,2029,1,4,0.6047595688588474,1,0.03642865075750155,0.05214795487966978,0.01635181398212505,CA
1,0,2029,1,4,0.2502952327600506,1.646815108019112,0.05861024263103266,0.05214795487966978,0.03019846346576436,CA
0,1,2029,1,4,0.09468893692009812,2.658443714934177,0.0913260655554794,0.05214795487966978,0.04304851292779382,CA
1,1,2029,1,4,0.03918944110456795,4.377965273572056,0.14200854645260438,0.05214795487966978,0.07771571986015234,CA
0,2,2029,1,4,0.00742305009748267,2.803560980764719,0.09583355533865358,0.05214795487966978,0.04587156658844864,CA
1,2,2029,1,4,0.00307221935395716,4.616946579376218,0.14860841752404955,0.05214795487966978,0.08261592444856987,CA
0,3,2029,1,4,4.042441235718166e-4,2.962925962202272,0.10073235251906353,0.05214795487966978,0.04537837809153582,CA
1,3,2029,1,4,1.6730678142424943e-4,4.8793912384967655,0.1557402703666499,0.05214795487966978,0.08176153210242319,CA
0,0,2029,0,5,0.6194584247060725,1,0.02448934190865662,0.0383303095450826,0.00678222985142248,CA
1,0,2029,0,5,0.25637873062438343,2.4,0.05682613216873843,0.0383303095450826,0.01612424992655677,CA
0,1,2029,0,5,0.08211727955678437,2.122146743088662,0.05058000646263127,0.0383303095450826,0.01428417503140241,CA
1,1,2029,0,5,0.03398633880084128,5.093152183412789,0.11336445098171236,0.0383303095450826,0.03360989461099122,CA
0,2,2029,0,5,0.00545034008377157,2.2379890049797853,0.05319416200792314,0.0383303095450826,0.01505217288638787,CA
1,2,2029,0,5,0.00225576280250217,5.371173611951485,0.11881743721276838,0.0383303095450826,0.03537965790882401,CA
0,3,2029,0,5,2.4975565337157917e-4,2.3644150882679944,0.05603077796152877,0.0383303095450826,0.01588897357865829,CA
1,3,2029,0,5,1.0336777227309744e-4,5.674596211843187,0.12469259477951596,0.0383303095450826,0.03730373138546326,CA
0,0,2029,1,5,0.5966673578090804,1,0.0436525961876144,0.06890625436865114,0.01128319656879141,CA
1,0,2029,1,5,0.24694606401177135,2.4,0.09873233876933542,0.06890625436865114,0.02665856047577314,CA
0,1,2029,1,5,0.10145793918739796,2.122146743088662,0.08831131856544858,0.06890625436865114,0.02364521724255192,CA
1,1,2029,1,5,0.0419909660167642,5.093152183412789,0.18862620422191104,0.06890625436865114,0.05493015185870991,CA
0,2,2029,1,5,0.00863786580942991,2.2379890049797853,0.09268518973198708,0.06890625436865114,0.02490380177203,CA
1,2,2029,1,5,0.00357500194234374,5.371173611951485,0.19689544677799328,0.06890625436865114,0.05775546146390022,CA
0,3,2029,1,5,5.12637194091713e-4,2.3656500653467205,0.09745695165844516,0.06890625436865114,0.02628704037299561,CA
1,3,2029,1,5,2.121680291206647e-4,5.677560156832129,0.20581529959569575,0.06890625436865114,0.06084952153423903,CA
0,0,2029,0,6,0.6124333528598318,1,0.03338780887344967,0.0499650442426376,0.00742921058304325,CA
1,0,2029,0,6,0.25347122476014583,2.4,0.07655245506249148,0.0499650442426376,0.01454474690254671,CA
0,1,2029,0,6,0.08816977295793402,1.6940388011249763,0.05527928801645533,0.0499650442426376,0.00408188980989495,CA
1,1,2029,0,6,0.03649131817219374,4.065693122699943,0.12314033702027104,0.0499650442426376,0.00801733097047056,CA
0,2,2029,0,6,0.0063554640966124,1.7865118061576193,0.0581214509049018,0.0499650442426376,0.01152442070159782,CA
