year,proj_scenario,sex,age,VALUE
2058,LG,F,72,260
2058,LG,F,73,256.5
2058,LG,F,74,251.9
2058,LG,F,75,246.6
2058,LG,F,76,240.7
2058,LG,F,77,234.6
2058,LG,F,78,226.9
2058,LG,F,79,216.9
2058,LG,F,80,206.7
2058,LG,F,81,199.7
2058,LG,F,82,191.9
2058,LG,F,83,183.5
2058,LG,F,84,172.4
2058,LG,F,85,162.8
2058,LG,F,86,155.3
2058,LG,F,87,150.1
2058,LG,F,88,138.8
2058,LG,F,89,126
2058,LG,F,90,112.9
2058,LG,F,91,101.2
2058,LG,F,92,92.6
2058,LG,F,93,84.4
2058,LG,F,94,72.9
2058,LG,F,95,60.4
2058,LG,F,96,47.5
2058,LG,F,97,37.4
2058,LG,F,98,28.1
2058,LG,F,99,20.3
2058,LG,F,100,39.9
2058,M1,B,0,493.6
2058,M1,B,1,496.2
2058,M1,B,2,499.4
2058,M1,B,3,502.4
2058,M1,B,4,505.6
2058,M1,B,5,509
2058,M1,B,6,512.4
2058,M1,B,7,515.6
2058,M1,B,8,518.4
2058,M1,B,9,521
2058,M1,B,10,523.3
2058,M1,B,11,525.5
2058,M1,B,12,527.7
2058,M1,B,13,530.3
2058,M1,B,14,534.3
2058,M1,B,15,540.6
2058,M1,B,16,548
2058,M1,B,17,561.4
2058,M1,B,18,581.5
2058,M1,B,19,600.6
2058,M1,B,20,611.7
2058,M1,B,21,612.7
2058,M1,B,22,611.4
2058,M1,B,23,610.8
2058,M1,B,24,610.3
2058,M1,B,25,609.8
2058,M1,B,26,609.7
2058,M1,B,27,610.4
2058,M1,B,28,611.7
2058,M1,B,29,614
2058,M1,B,30,617.5
2058,M1,B,31,621.6
2058,M1,B,32,626
2058,M1,B,33,630.4
2058,M1,B,34,634.9
2058,M1,B,35,638.8
2058,M1,B,36,641.8
2058,M1,B,37,643.9
2058,M1,B,38,645.4
2058,M1,B,39,646.5
2058,M1,B,40,650.7
2058,M1,B,41,650.1
2058,M1,B,42,652.5
2058,M1,B,43,653
2058,M1,B,44,653.3
2058,M1,B,45,653.7
2058,M1,B,46,652.4
2058,M1,B,47,648.7
2058,M1,B,48,651.6
2058,M1,B,49,649.1
2058,M1,B,50,644.6
2058,M1,B,51,631.3
2058,M1,B,52,618.1
2058,M1,B,53,608.9
2058,M1,B,54,606.8
2058,M1,B,55,598.4
2058,M1,B,56,595.4
2058,M1,B,57,593.9
2058,M1,B,58,601.2
2058,M1,B,59,604.3
2058,M1,B,60,599.3
2058,M1,B,61,596
2058,M1,B,62,601.8
2058,M1,B,63,604.3
2058,M1,B,64,598.3
2058,M1,B,65,596.4
2058,M1,B,66,595.8
2058,M1,B,67,595.8
2058,M1,B,68,591.3
2058,M1,B,69,571.5
2058,M1,B,70,554.3
2058,M1,B,71,547.5
2058,M1,B,72,545.4
2058,M1,B,73,534.9
2058,M1,B,74,522.7
2058,M1,B,75,508.5
2058,M1,B,76,494.1
2058,M1,B,77,480.5
2058,M1,B,78,463
2058,M1,B,79,440.4
2058,M1,B,80,420
2058,M1,B,81,404.4
2058,M1,B,82,388.3
2058,M1,B,83,371.1
2058,M1,B,84,347.4
2058,M1,B,85,328.5
2058,M1,B,86,313
2058,M1,B,87,301.7
2058,M1,B,88,278.2
2058,M1,B,89,250.9
2058,M1,B,90,223.7
2058,M1,B,91,199.5
2058,M1,B,92,181.8
2058,M1,B,93,164.2
2058,M1,B,94,140.8
2058,M1,B,95,115.4
2058,M1,B,96,89.9
2058,M1,B,97,70
2058,M1,B,98,52
2058,M1,B,99,37.2
2058,M1,B,100,71.4
2058,M1,M,0,252.8
2058,M1,M,1,254.1
2058,M1,M,2,255.7
2058,M1,M,3,257.3
2058,M1,M,4,259
2058,M1,M,5,260.8
2058,M1,M,6,262.6
2058,M1,M,7,264.3
2058,M1,M,8,265.8
2058,M1,M,9,267.2
2058,M1,M,10,268.4
2058,M1,M,11,269.6
2058,M1,M,12,270.8
2058,M1,M,13,272.1
2058,M1,M,14,274.2
2058,M1,M,15,277.3
2058,M1,M,16,281
2058,M1,M,17,288
2058,M1,M,18,299.1
2058,M1,M,19,310.1
2058,M1,M,20,316.6
2058,M1,M,21,317.2
2058,M1,M,22,316.2
2058,M1,M,23,315.2
2058,M1,M,24,314
2058,M1,M,25,312.6
2058,M1,M,26,311.3
2058,M1,M,27,310.5
2058,M1,M,28,310.1
2058,M1,M,29,310.3
2058,M1,M,30,311.3
2058,M1,M,31,312.8
2058,M1,M,32,314.6
2058,M1,M,33,316.5
2058,M1,M,34,318.5
2058,M1,M,35,320.3
2058,M1,M,36,321.6
2058,M1,M,37,322.4
2058,M1,M,38,323
2058,M1,M,39,323.4
2058,M1,M,40,325.5
2058,M1,M,41,325.2
2058,M1,M,42,326
2058,M1,M,43,326.1
2058,M1,M,44,325.6
2058,M1,M,45,326.1
2058,M1,M,46,324.6
2058,M1,M,47,322.6
2058,M1,M,48,323.4
2058,M1,M,49,322.1
2058,M1,M,50,319.1
2058,M1,M,51,312.3
2058,M1,M,52,305.4
2058,M1,M,53,300.9
2058,M1,M,54,299.4
2058,M1,M,55,295.3
2058,M1,M,56,293.8
2058,M1,M,57,293.2
2058,M1,M,58,297.1
2058,M1,M,59,299.5
2058,M1,M,60,296.6
2058,M1,M,61,295.6
2058,M1,M,62,297.5
2058,M1,M,63,300.1
2058,M1,M,64,296.6
2058,M1,M,65,294.9
2058,M1,M,66,293.7
2058,M1,M,67,293.7
2058,M1,M,68,290.8
2058,M1,M,69,280.2
2058,M1,M,70,270
2058,M1,M,71,266.1
2058,M1,M,72,265
2058,M1,M,73,258.6
2058,M1,M,74,251.4
2058,M1,M,75,242.9
2058,M1,M,76,234.6
2058,M1,M,77,227.2
2058,M1,M,78,217.7
2058,M1,M,79,205.3
2058,M1,M,80,195.1
2058,M1,M,81,186.5
2058,M1,M,82,178
2058,M1,M,83,169.1
2058,M1,M,84,156.6
2058,M1,M,85,147.2
2058,M1,M,86,139
2058,M1,M,87,132.4
2058,M1,M,88,120.5
2058,M1,M,89,106.5
2058,M1,M,90,93.3
2058,M1,M,91,81.5
2058,M1,M,92,72.8
2058,M1,M,93,63.9
2058,M1,M,94,53.2
2058,M1,M,95,42.1
2058,M1,M,96,31.4
2058,M1,M,97,23.4
2058,M1,M,98,16.6
2058,M1,M,99,11.3
2058,M1,M,100,18.8
2058,M1,F,0,240.8
2058,M1,F,1,242.1
2058,M1,F,2,243.6
2058,M1,F,3,245.1
2058,M1,F,4,246.6
2058,M1,F,5,248.2
2058,M1,F,6,249.8
2058,M1,F,7,251.3
2058,M1,F,8,252.6
2058,M1,F,9,253.8
2058,M1,F,10,254.9
2058,M1,F,11,256
2058,M1,F,12,256.9
2058,M1,F,13,258.2
2058,M1,F,14,260.1
2058,M1,F,15,263.2
2058,M1,F,16,267
2058,M1,F,17,273.4
2058,M1,F,18,282.3
2058,M1,F,19,290.5
2058,M1,F,20,295.1
2058,M1,F,21,295.5
2058,M1,F,22,295.2
2058,M1,F,23,295.5
2058,M1,F,24,296.3
2058,M1,F,25,297.2
2058,M1,F,26,298.4
2058,M1,F,27,300
2058,M1,F,28,301.6
2058,M1,F,29,303.7
2058,M1,F,30,306.2
2058,M1,F,31,308.8
2058,M1,F,32,311.4
2058,M1,F,33,314
2058,M1,F,34,316.4
2058,M1,F,35,318.6
2058,M1,F,36,320.3
2058,M1,F,37,321.5
2058,M1,F,38,322.4
2058,M1,F,39,323.1
2058,M1,F,40,325.2
2058,M1,F,41,324.9
2058,M1,F,42,326.5
2058,M1,F,43,326.9
2058,M1,F,44,327.7
2058,M1,F,45,327.6
2058,M1,F,46,327.8
2058,M1,F,47,326.1
2058,M1,F,48,328.2
2058,M1,F,49,327
2058,M1,F,50,325.5
2058,M1,F,51,319
2058,M1,F,52,312.7
2058,M1,F,53,308
2058,M1,F,54,307.4
2058,M1,F,55,303.1
2058,M1,F,56,301.6
2058,M1,F,57,300.7
2058,M1,F,58,304.1
2058,M1,F,59,304.8
2058,M1,F,60,302.8
2058,M1,F,61,300.4
2058,M1,F,62,304.2
2058,M1,F,63,304.2
2058,M1,F,64,301.7
2058,M1,F,65,301.4
2058,M1,F,66,302.1
2058,M1,F,67,302.1
2058,M1,F,68,300.5
2058,M1,F,69,291.3
2058,M1,F,70,284.3
2058,M1,F,71,281.4
2058,M1,F,72,280.4
2058,M1,F,73,276.3
2058,M1,F,74,271.3
2058,M1,F,75,265.6
2058,M1,F,76,259.5
2058,M1,F,77,253.3
2058,M1,F,78,245.4
2058,M1,F,79,235.2
2058,M1,F,80,224.9
2058,M1,F,81,217.9
2058,M1,F,82,210.3
2058,M1,F,83,202
2058,M1,F,84,190.8
2058,M1,F,85,181.2
2058,M1,F,86,174
2058,M1,F,87,169.2
2058,M1,F,88,157.8
2058,M1,F,89,144.4
2058,M1,F,90,130.4
2058,M1,F,91,118
2058,M1,F,92,109
2058,M1,F,93,100.3
2058,M1,F,94,87.6
2058,M1,F,95,73.4
2058,M1,F,96,58.4
2058,M1,F,97,46.6
2058,M1,F,98,35.4
2058,M1,F,99,25.9
2058,M1,F,100,52.6
2058,M2,B,0,493.8
2058,M2,B,1,496.4
2058,M2,B,2,499.6
2058,M2,B,3,502.6
2058,M2,B,4,505.8
2058,M2,B,5,509.2
2058,M2,B,6,512.6
2058,M2,B,7,515.7
2058,M2,B,8,518.6
2058,M2,B,9,521.2
2058,M2,B,10,523.5
2058,M2,B,11,525.7
2058,M2,B,12,527.8
2058,M2,B,13,530.4
2058,M2,B,14,534.4
2058,M2,B,15,540.7
2058,M2,B,16,548.1
2058,M2,B,17,561.5
2058,M2,B,18,581.6
2058,M2,B,19,600.7
2058,M2,B,20,611.8
2058,M2,B,21,612.8
2058,M2,B,22,611.5
2058,M2,B,23,610.9
2058,M2,B,24,610.4
2058,M2,B,25,609.9
2058,M2,B,26,609.8
2058,M2,B,27,610.5
2058,M2,B,28,611.8
2058,M2,B,29,614.1
2058,M2,B,30,617.6
2058,M2,B,31,621.6
2058,M2,B,32,626.1
2058,M2,B,33,630.5
2058,M2,B,34,635
2058,M2,B,35,638.9
2058,M2,B,36,641.9
2058,M2,B,37,643.9
2058,M2,B,38,645.5
2058,M2,B,39,646.6
2058,M2,B,40,650.8
2058,M2,B,41,650.2
2058,M2,B,42,652.5
2058,M2,B,43,653.1
2058,M2,B,44,653.3
2058,M2,B,45,653.8
2058,M2,B,46,652.5
2058,M2,B,47,648.8
2058,M2,B,48,651.7
2058,M2,B,49,649.2
2058,M2,B,50,644.7
2058,M2,B,51,631.4
2058,M2,B,52,618.2
2058,M2,B,53,609
2058,M2,B,54,606.8
2058,M2,B,55,598.5
2058,M2,B,56,595.5
2058,M2,B,57,594
2058,M2,B,58,601.3
2058,M2,B,59,604.3
2058,M2,B,60,599.4
2058,M2,B,61,596.1
2058,M2,B,62,601.9
2058,M2,B,63,604.4
2058,M2,B,64,598.4
2058,M2,B,65,596.4
2058,M2,B,66,595.9
2058,M2,B,67,595.9
2058,M2,B,68,591.4
2058,M2,B,69,571.5
2058,M2,B,70,554.3
2058,M2,B,71,547.6
2058,M2,B,72,545.5
2058,M2,B,73,535
2058,M2,B,74,522.7
2058,M2,B,75,508.6
2058,M2,B,76,494.1
2058,M2,B,77,480.5
2058,M2,B,78,463
2058,M2,B,79,440.4
2058,M2,B,80,420
2058,M2,B,81,404.4
2058,M2,B,82,388.3
2058,M2,B,83,371.1
2058,M2,B,84,347.4
2058,M2,B,85,328.5
2058,M2,B,86,313
2058,M2,B,87,301.7
2058,M2,B,88,278.2
2058,M2,B,89,250.9
2058,M2,B,90,223.7
2058,M2,B,91,199.5
2058,M2,B,92,181.8
2058,M2,B,93,164.2
2058,M2,B,94,140.8
2058,M2,B,95,115.5
2058,M2,B,96,89.9
2058,M2,B,97,70
2058,M2,B,98,52
2058,M2,B,99,37.2
2058,M2,B,100,71.4
2058,M2,M,0,252.9
2058,M2,M,1,254.2
2058,M2,M,2,255.8
2058,M2,M,3,257.4
2058,M2,M,4,259.1
2058,M2,M,5,260.9
2058,M2,M,6,262.7
2058,M2,M,7,264.4
2058,M2,M,8,265.9
2058,M2,M,9,267.3
2058,M2,M,10,268.5
2058,M2,M,11,269.6
2058,M2,M,12,270.8
2058,M2,M,13,272.2
2058,M2,M,14,274.3
2058,M2,M,15,277.4
2058,M2,M,16,281
2058,M2,M,17,288.1
2058,M2,M,18,299.2
2058,M2,M,19,310.1
2058,M2,M,20,316.7
2058,M2,M,21,317.3
2058,M2,M,22,316.2
2058,M2,M,23,315.3
2058,M2,M,24,314.1
2058,M2,M,25,312.7
2058,M2,M,26,311.4
2058,M2,M,27,310.5
2058,M2,M,28,310.1
2058,M2,M,29,310.3
2058,M2,M,30,311.3
2058,M2,M,31,312.8
2058,M2,M,32,314.6
2058,M2,M,33,316.5
2058,M2,M,34,318.5
2058,M2,M,35,320.3
2058,M2,M,36,321.6
2058,M2,M,37,322.5
2058,M2,M,38,323.1
2058,M2,M,39,323.5
2058,M2,M,40,325.6
2058,M2,M,41,325.3
2058,M2,M,42,326
2058,M2,M,43,326.1
2058,M2,M,44,325.6
2058,M2,M,45,326.1
2058,M2,M,46,324.7
2058,M2,M,47,322.7
2058,M2,M,48,323.5
2058,M2,M,49,322.2
2058,M2,M,50,319.2
2058,M2,M,51,312.4
2058,M2,M,52,305.5
2058,M2,M,53,301
2058,M2,M,54,299.5
2058,M2,M,55,295.3
2058,M2,M,56,293.9
2058,M2,M,57,293.3
2058,M2,M,58,297.2
2058,M2,M,59,299.6
2058,M2,M,60,296.6
2058,M2,M,61,295.7
2058,M2,M,62,297.6
2058,M2,M,63,300.1
2058,M2,M,64,296.7
2058,M2,M,65,295
2058,M2,M,66,293.8
2058,M2,M,67,293.8
2058,M2,M,68,290.8
2058,M2,M,69,280.2
2058,M2,M,70,270.1
2058,M2,M,71,266.1
2058,M2,M,72,265
2058,M2,M,73,258.6
2058,M2,M,74,251.4
2058,M2,M,75,242.9
2058,M2,M,76,234.6
2058,M2,M,77,227.3
2058,M2,M,78,217.7
2058,M2,M,79,205.3
2058,M2,M,80,195.2
2058,M2,M,81,186.5
2058,M2,M,82,178
2058,M2,M,83,169.1
2058,M2,M,84,156.6
2058,M2,M,85,147.2
2058,M2,M,86,139
2058,M2,M,87,132.4
2058,M2,M,88,120.4
2058,M2,M,89,106.5
2058,M2,M,90,93.3
2058,M2,M,91,81.5
2058,M2,M,92,72.8
2058,M2,M,93,63.9
2058,M2,M,94,53.1
2058,M2,M,95,42.1
2058,M2,M,96,31.4
2058,M2,M,97,23.4
2058,M2,M,98,16.6
2058,M2,M,99,11.3
2058,M2,M,100,18.8
2058,M2,F,0,240.9
2058,M2,F,1,242.2
2058,M2,F,2,243.7
2058,M2,F,3,245.2
2058,M2,F,4,246.7
2058,M2,F,5,248.3
2058,M2,F,6,249.9
2058,M2,F,7,251.3
2058,M2,F,8,252.7
2058,M2,F,9,253.9
2058,M2,F,10,255
2058,M2,F,11,256
2058,M2,F,12,257
2058,M2,F,13,258.2
2058,M2,F,14,260.1
2058,M2,F,15,263.3
2058,M2,F,16,267.1
2058,M2,F,17,273.5
2058,M2,F,18,282.4
2058,M2,F,19,290.6
2058,M2,F,20,295.2
2058,M2,F,21,295.5
2058,M2,F,22,295.3
2058,M2,F,23,295.6
2058,M2,F,24,296.3
2058,M2,F,25,297.2
2058,M2,F,26,298.4
2058,M2,F,27,300
2058,M2,F,28,301.7
2058,M2,F,29,303.8
2058,M2,F,30,306.2
2058,M2,F,31,308.8
2058,M2,F,32,311.4
2058,M2,F,33,314
2058,M2,F,34,316.4
2058,M2,F,35,318.6
2058,M2,F,36,320.3
2058,M2,F,37,321.5
2058,M2,F,38,322.4
2058,M2,F,39,323.1
2058,M2,F,40,325.2
2058,M2,F,41,324.9
2058,M2,F,42,326.5
2058,M2,F,43,326.9
2058,M2,F,44,327.7
2058,M2,F,45,327.6
2058,M2,F,46,327.8
2058,M2,F,47,326.1
2058,M2,F,48,328.2
2058,M2,F,49,327
2058,M2,F,50,325.5
2058,M2,F,51,319
2058,M2,F,52,312.7
2058,M2,F,53,308
2058,M2,F,54,307.4
2058,M2,F,55,303.1
2058,M2,F,56,301.6
2058,M2,F,57,300.7
2058,M2,F,58,304.1
2058,M2,F,59,304.8
2058,M2,F,60,302.8
2058,M2,F,61,300.4
2058,M2,F,62,304.2
2058,M2,F,63,304.2
2058,M2,F,64,301.7
2058,M2,F,65,301.4
2058,M2,F,66,302.1
2058,M2,F,67,302.1
2058,M2,F,68,300.5
2058,M2,F,69,291.3
2058,M2,F,70,284.3
2058,M2,F,71,281.4
2058,M2,F,72,280.4
2058,M2,F,73,276.3
2058,M2,F,74,271.3
2058,M2,F,75,265.6
2058,M2,F,76,259.5
2058,M2,F,77,253.3
2058,M2,F,78,245.4
2058,M2,F,79,235.2
2058,M2,F,80,224.9
2058,M2,F,81,217.9
2058,M2,F,82,210.3
2058,M2,F,83,202
2058,M2,F,84,190.8
2058,M2,F,85,181.3
2058,M2,F,86,174
2058,M2,F,87,169.3
2058,M2,F,88,157.8
2058,M2,F,89,144.4
2058,M2,F,90,130.4
2058,M2,F,91,118
2058,M2,F,92,109
2058,M2,F,93,100.3
2058,M2,F,94,87.6
2058,M2,F,95,73.4
2058,M2,F,96,58.4
2058,M2,F,97,46.6
2058,M2,F,98,35.4
2058,M2,F,99,25.9
2058,M2,F,100,52.6
2058,M3,B,0,493.9
2058,M3,B,1,496.5
2058,M3,B,2,499.6
2058,M3,B,3,502.6
2058,M3,B,4,505.8
2058,M3,B,5,509.2
2058,M3,B,6,512.6
2058,M3,B,7,515.7
2058,M3,B,8,518.6
2058,M3,B,9,521.2
2058,M3,B,10,523.5
2058,M3,B,11,525.7
2058,M3,B,12,527.8
2058,M3,B,13,530.5
2058,M3,B,14,534.4
2058,M3,B,15,540.7
2058,M3,B,16,548.1
2058,M3,B,17,561.5
2058,M3,B,18,581.5
2058,M3,B,19,600.7
2058,M3,B,20,611.8
2058,M3,B,21,612.8
2058,M3,B,22,611.5
2058,M3,B,23,610.8
2058,M3,B,24,610.4
2058,M3,B,25,609.8
2058,M3,B,26,609.8
2058,M3,B,27,610.5
2058,M3,B,28,611.7
2058,M3,B,29,614
2058,M3,B,30,617.5
2058,M3,B,31,621.6
2058,M3,B,32,626
2058,M3,B,33,630.4
2058,M3,B,34,634.9
2058,M3,B,35,638.8
2058,M3,B,36,641.8
2058,M3,B,37,643.9
2058,M3,B,38,645.4
2058,M3,B,39,646.5
2058,M3,B,40,650.7
2058,M3,B,41,650.1
2058,M3,B,42,652.4
2058,M3,B,43,653
2058,M3,B,44,653.2
2058,M3,B,45,653.7
2058,M3,B,46,652.3
2058,M3,B,47,648.6
2058,M3,B,48,651.5
2058,M3,B,49,649
2058,M3,B,50,644.5
2058,M3,B,51,631.2
2058,M3,B,52,618
2058,M3,B,53,608.8
2058,M3,B,54,606.6
2058,M3,B,55,598.2
2058,M3,B,56,595.3
2058,M3,B,57,593.7
2058,M3,B,58,601
2058,M3,B,59,604.1
2058,M3,B,60,599.2
2058,M3,B,61,595.8
2058,M3,B,62,601.6
2058,M3,B,63,604.1
2058,M3,B,64,598.2
2058,M3,B,65,596.2
2058,M3,B,66,595.7
2058,M3,B,67,595.7
2058,M3,B,68,591.2
2058,M3,B,69,571.4
2058,M3,B,70,554.2
2058,M3,B,71,547.5
2058,M3,B,72,545.4
2058,M3,B,73,534.9
2058,M3,B,74,522.6
2058,M3,B,75,508.5
2058,M3,B,76,494.1
2058,M3,B,77,480.5
2058,M3,B,78,463
2058,M3,B,79,440.4
2058,M3,B,80,420
2058,M3,B,81,404.4
2058,M3,B,82,388.3
2058,M3,B,83,371.1
2058,M3,B,84,347.4
2058,M3,B,85,328.5
2058,M3,B,86,313
2058,M3,B,87,301.7
2058,M3,B,88,278.2
2058,M3,B,89,250.9
2058,M3,B,90,223.7
2058,M3,B,91,199.5
2058,M3,B,92,181.7
2058,M3,B,93,164.2
2058,M3,B,94,140.7
2058,M3,B,95,115.4
2058,M3,B,96,89.8
2058,M3,B,97,70
2058,M3,B,98,52
2058,M3,B,99,37.2
2058,M3,B,100,71.3
2058,M3,M,0,252.9
2058,M3,M,1,254.2
2058,M3,M,2,255.8
2058,M3,M,3,257.4
2058,M3,M,4,259.1
2058,M3,M,5,260.9
2058,M3,M,6,262.7
2058,M3,M,7,264.4
2058,M3,M,8,265.9
2058,M3,M,9,267.3
2058,M3,M,10,268.5
2058,M3,M,11,269.6
2058,M3,M,12,270.8
2058,M3,M,13,272.2
2058,M3,M,14,274.3
2058,M3,M,15,277.4
2058,M3,M,16,281
2058,M3,M,17,288.1
2058,M3,M,18,299.2
2058,M3,M,19,310.1
2058,M3,M,20,316.6
2058,M3,M,21,317.3
2058,M3,M,22,316.2
2058,M3,M,23,315.3
2058,M3,M,24,314.1
2058,M3,M,25,312.6
2058,M3,M,26,311.4
2058,M3,M,27,310.5
2058,M3,M,28,310.1
2058,M3,M,29,310.3
2058,M3,M,30,311.3
2058,M3,M,31,312.8
2058,M3,M,32,314.6
2058,M3,M,33,316.5
2058,M3,M,34,318.5
2058,M3,M,35,320.3
2058,M3,M,36,321.6
2058,M3,M,37,322.4
2058,M3,M,38,323
2058,M3,M,39,323.4
2058,M3,M,40,325.5
2058,M3,M,41,325.2
2058,M3,M,42,326
2058,M3,M,43,326.1
2058,M3,M,44,325.6
2058,M3,M,45,326.1
2058,M3,M,46,324.6
2058,M3,M,47,322.6
2058,M3,M,48,323.4
2058,M3,M,49,322
2058,M3,M,50,319
2058,M3,M,51,312.3
2058,M3,M,52,305.4
2058,M3,M,53,300.9
2058,M3,M,54,299.3
2058,M3,M,55,295.2
2058,M3,M,56,293.7
2058,M3,M,57,293.1
2058,M3,M,58,297
2058,M3,M,59,299.4
2058,M3,M,60,296.5
2058,M3,M,61,295.5
2058,M3,M,62,297.4
2058,M3,M,63,300
2058,M3,M,64,296.6
2058,M3,M,65,294.8
2058,M3,M,66,293.7
2058,M3,M,67,293.7
2058,M3,M,68,290.7
2058,M3,M,69,280.1
2058,M3,M,70,270
2058,M3,M,71,266.1
2058,M3,M,72,265
2058,M3,M,73,258.6
2058,M3,M,74,251.3
2058,M3,M,75,242.9
2058,M3,M,76,234.6
2058,M3,M,77,227.2
2058,M3,M,78,217.7
2058,M3,M,79,205.3
2058,M3,M,80,195.1
2058,M3,M,81,186.5
2058,M3,M,82,178
2058,M3,M,83,169.1
2058,M3,M,84,156.6
2058,M3,M,85,147.2
2058,M3,M,86,139
2058,M3,M,87,132.4
2058,M3,M,88,120.4
2058,M3,M,89,106.5
2058,M3,M,90,93.2
2058,M3,M,91,81.5
2058,M3,M,92,72.8
2058,M3,M,93,63.9
2058,M3,M,94,53.1
2058,M3,M,95,42
2058,M3,M,96,31.4
2058,M3,M,97,23.4
2058,M3,M,98,16.6
2058,M3,M,99,11.3
2058,M3,M,100,18.8
2058,M3,F,0,240.9
2058,M3,F,1,242.2
2058,M3,F,2,243.7
2058,M3,F,3,245.2
2058,M3,F,4,246.7
2058,M3,F,5,248.3
2058,M3,F,6,249.9
2058,M3,F,7,251.3
2058,M3,F,8,252.7
2058,M3,F,9,253.9
2058,M3,F,10,255
2058,M3,F,11,256
2058,M3,F,12,257
2058,M3,F,13,258.2
2058,M3,F,14,260.2
2058,M3,F,15,263.3
2058,M3,F,16,267.1
2058,M3,F,17,273.5
2058,M3,F,18,282.4
2058,M3,F,19,290.6
2058,M3,F,20,295.1
2058,M3,F,21,295.5
2058,M3,F,22,295.3
2058,M3,F,23,295.5
2058,M3,F,24,296.3
2058,M3,F,25,297.2
2058,M3,F,26,298.4
2058,M3,F,27,299.9
2058,M3,F,28,301.6
2058,M3,F,29,303.7
2058,M3,F,30,306.2
2058,M3,F,31,308.8
2058,M3,F,32,311.4
2058,M3,F,33,313.9
2058,M3,F,34,316.4
2058,M3,F,35,318.5
2058,M3,F,36,320.2
2058,M3,F,37,321.4
2058,M3,F,38,322.4
2058,M3,F,39,323.1
2058,M3,F,40,325.2
2058,M3,F,41,324.9
2058,M3,F,42,326.5
2058,M3,F,43,326.9
2058,M3,F,44,327.7
2058,M3,F,45,327.6
2058,M3,F,46,327.8
2058,M3,F,47,326.1
2058,M3,F,48,328.1
2058,M3,F,49,327
2058,M3,F,50,325.5
2058,M3,F,51,318.9
2058,M3,F,52,312.6
2058,M3,F,53,307.9
2058,M3,F,54,307.3
2058,M3,F,55,303.1
2058,M3,F,56,301.6
2058,M3,F,57,300.6
2058,M3,F,58,304
2058,M3,F,59,304.7
2058,M3,F,60,302.7
2058,M3,F,61,300.3
2058,M3,F,62,304.2
2058,M3,F,63,304.2
2058,M3,F,64,301.6
2058,M3,F,65,301.4
2058,M3,F,66,302
2058,M3,F,67,302.1
2058,M3,F,68,300.5
2058,M3,F,69,291.2
2058,M3,F,70,284.2
2058,M3,F,71,281.4
2058,M3,F,72,280.4
2058,M3,F,73,276.3
2058,M3,F,74,271.3
2058,M3,F,75,265.6
2058,M3,F,76,259.5
2058,M3,F,77,253.3
2058,M3,F,78,245.4
2058,M3,F,79,235.2
2058,M3,F,80,224.9
2058,M3,F,81,217.9
2058,M3,F,82,210.3
2058,M3,F,83,202
2058,M3,F,84,190.8
2058,M3,F,85,181.3
2058,M3,F,86,174
2058,M3,F,87,169.3
2058,M3,F,88,157.8
2058,M3,F,89,144.4
2058,M3,F,90,130.4
2058,M3,F,91,118
2058,M3,F,92,109
2058,M3,F,93,100.3
2058,M3,F,94,87.6
2058,M3,F,95,73.4
2058,M3,F,96,58.4
2058,M3,F,97,46.6
2058,M3,F,98,35.4
2058,M3,F,99,25.9
2058,M3,F,100,52.6
2058,M4,B,0,493.8
2058,M4,B,1,496.4
2058,M4,B,2,499.6
2058,M4,B,3,502.6
2058,M4,B,4,505.8
2058,M4,B,5,509.2
2058,M4,B,6,512.6
2058,M4,B,7,515.7
2058,M4,B,8,518.6
2058,M4,B,9,521.2
2058,M4,B,10,523.5
2058,M4,B,11,525.7
2058,M4,B,12,527.8
2058,M4,B,13,530.4
2058,M4,B,14,534.4
2058,M4,B,15,540.7
2058,M4,B,16,548.1
2058,M4,B,17,561.6
2058,M4,B,18,581.6
2058,M4,B,19,600.8
2058,M4,B,20,611.9
2058,M4,B,21,612.9
2058,M4,B,22,611.6
2058,M4,B,23,610.9
2058,M4,B,24,610.5
2058,M4,B,25,610
2058,M4,B,26,609.9
2058,M4,B,27,610.6
2058,M4,B,28,611.9
2058,M4,B,29,614.2
2058,M4,B,30,617.7
2058,M4,B,31,621.8
2058,M4,B,32,626.2
2058,M4,B,33,630.6
2058,M4,B,34,635.1
2058,M4,B,35,638.9
2058,M4,B,36,642
2058,M4,B,37,644
2058,M4,B,38,645.5
2058,M4,B,39,646.6
2058,M4,B,40,650.8
2058,M4,B,41,650.2
2058,M4,B,42,652.6
2058,M4,B,43,653.1
2058,M4,B,44,653.4
2058,M4,B,45,653.8
2058,M4,B,46,652.5
2058,M4,B,47,648.8
2058,M4,B,48,651.7
2058,M4,B,49,649.3
2058,M4,B,50,644.7
2058,M4,B,51,631.4
2058,M4,B,52,618.2
2058,M4,B,53,609
2058,M4,B,54,606.9
2058,M4,B,55,598.5
2058,M4,B,56,595.5
2058,M4,B,57,594
2058,M4,B,58,601.3
2058,M4,B,59,604.3
2058,M4,B,60,599.4
2058,M4,B,61,596
2058,M4,B,62,601.8
2058,M4,B,63,604.3
2058,M4,B,64,598.4
2058,M4,B,65,596.4
2058,M4,B,66,595.8
2058,M4,B,67,595.8
2058,M4,B,68,591.3
2058,M4,B,69,571.4
2058,M4,B,70,554.3
2058,M4,B,71,547.5
2058,M4,B,72,545.4
2058,M4,B,73,534.9
2058,M4,B,74,522.7
